,index,Position,Track Name,Artist,Streams,URL,date
6836,36,37,FLASH,X1,134814,https://open.spotify.com/track/1q3C6brbmRrULTyo2mseKF,2019-09-01
6837,37,38,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,134462,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-09-01
6838,38,39,หลอก,NICECNX,133196,https://open.spotify.com/track/6XQ71HC6xxRbVZZD6Bodju,2019-09-01
6839,39,40,"fuck, i'm lonely",Lauv,131727,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,2019-09-01
6840,40,41,อาวรณ์,Polycat,127330,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope,2019-09-01
6841,41,42,เจ็บไม่จำ,O-Pavee,121088,https://open.spotify.com/track/4XGKYVsklvtRYtq4LfYUrr,2019-09-01
6842,42,43,ครัวซองอัลมอนด์(God fail),Season Five,120510,https://open.spotify.com/track/7lQLlkBmHcDGJ2becWAUAa,2019-09-01
6843,43,44,ถามหน่อย,VARINZ,120175,https://open.spotify.com/track/3i1rSzXFJpSiEu0zZiEmpD,2019-09-01
6844,44,45,ไม่รับสาย,The Toys,118657,https://open.spotify.com/track/5ndp5yVxoWbTSDRY1nAipf,2019-09-01
6845,45,46,พรุ่งนี้ค่อย (Cheat Day),Pop Pongkool,118584,https://open.spotify.com/track/00QJNqqJoah8KE7UBDpCHy,2019-09-01
6846,46,47,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,118182,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v,2019-09-01
6847,47,48,The Man,Taylor Swift,114787,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,2019-09-01
6848,48,49,ไม่มีเหตุผล (feat. นายนะ),MARINA,111356,https://open.spotify.com/track/3JrekkAlDuRg0iRBwVUTBy,2019-09-01
6849,49,50,"ทั้งจำทั้งปรับ (Jailhouse rap) feat. YOUNGOHM, KARN The Parkinson",Stamp,110953,https://open.spotify.com/track/1Wuq5oThaFJmFl2vJNYMKD,2019-09-01
6850,50,51,แพ้ทุกที (LOOPER),fellow fellow,109406,https://open.spotify.com/track/1OCWm66r2PwI8RsspEMfzD,2019-09-01
6851,51,52,เพื่อนไม่จริง,Polycat,108308,https://open.spotify.com/track/05WHgjtWx32x40VmFkLnOd,2019-09-01
6852,52,53,พอจะรู้,MEYOU,102945,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq,2019-09-01
6853,53,54,"เอ็นดู feat. NONNY9, PONCHET",VARINZ,101549,https://open.spotify.com/track/61fcrKehgOcbb1TzPJfcob,2019-09-01
6854,54,55,Kill This Love,BLACKPINK,97432,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019-09-01
6855,55,56,รอหรือพอ(STAY),Ink Waruntorn,95994,https://open.spotify.com/track/6GWxyilMge5tlHylX0KjSS,2019-09-01
6856,56,57,Boy With Luv (feat. Halsey),BTS,95037,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-09-01
6857,57,58,ตัวสำรอง,Bedroom Audio,86928,https://open.spotify.com/track/3L1nGE8zZsTuxkZUFLlTgC,2019-09-01
6858,58,59,เวลาเธอยิ้ม,Polycat,86037,https://open.spotify.com/track/06DPpk0hUJEgpzl5cuWNI6,2019-09-01
6859,59,60,ดูดี,Polycat,85770,https://open.spotify.com/track/4afuOwuWWRoS8HEw1cyVUZ,2019-09-01
6860,60,61,ซ่อนกลิ่น,Palmy,82447,https://open.spotify.com/track/7woh2lJvyILYxSQ1kXTI3d,2019-09-01
6861,61,62,หมายความว่าอะไร,MEAN,81869,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7,2019-09-01
6862,62,63,พบกันใหม่,Polycat,81113,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI,2019-09-01
6863,63,64,มีแต่เธอในหัวใจ,Mindset,80643,https://open.spotify.com/track/02fQLERHX9nqlnIfJOciua,2019-09-01
6864,64,65,I.F.L.Y.,Bazzi,79197,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2019-09-01
6865,65,66,Good Luck feat. Maiyarap,Lipta,79068,https://open.spotify.com/track/3tMbwbZpYXGHeg0l45m7Tv,2019-09-01
6866,66,67,bad guy,Billie Eilish,78669,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-09-01
6867,67,68,Lies,ETC.,77941,https://open.spotify.com/track/4cuqxTgaj2Bzrlti3s6MDZ,2019-09-01
6868,68,69,I Like Me Better,Lauv,76745,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-09-01
6869,69,70,ต่อให้,Season Five,76723,https://open.spotify.com/track/7EiesOznEUAta5QIb89I7e,2019-09-01
6870,70,71,คำว่ารัก,Mon Monik,76149,https://open.spotify.com/track/0XvtyZJQmQ9HRJZoLVbioO,2019-09-01
6871,71,72,Adios,EVERGLOW,76098,https://open.spotify.com/track/5uHl2eYaITSX6xEX8bmaXy,2019-09-01
6872,72,73,Cruel Summer,Taylor Swift,75052,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019-09-01
6873,73,74,BOOM,NCT DREAM,74648,https://open.spotify.com/track/6rcn967QN5JtkPOBDwYIuT,2019-09-01
6874,74,75,Talk (feat. Disclosure),Khalid,72973,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-09-01
6875,75,76,I Don't Care (with Justin Bieber),Ed Sheeran,72568,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-09-01
6876,76,77,ฝากไว้กับดาว,Whal & Dolph,71876,https://open.spotify.com/track/5PMJyQr4nI8L78r6TXumeU,2019-09-01
6877,77,78,If I Can't Have You,Shawn Mendes,70557,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2019-09-01
6878,78,79,ไปเถอะ,The Parkinson,69797,https://open.spotify.com/track/0LYBCxlKrkN2AQSvlolWXC,2019-09-01
6879,79,80,You Need To Calm Down,Taylor Swift,69599,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019-09-01
6880,80,81,Dancing With A Stranger (with Normani),Sam Smith,67573,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-09-01
6881,81,82,พูดไม่ออก,The Toys,66160,https://open.spotify.com/track/36QNwsq4EpOdS3E4WEJphO,2019-09-01
6882,82,83,LALALAY 날라리,SUNMI,65247,https://open.spotify.com/track/6sWd8ZAH5bWWyjwb7ZV2Zb,2019-09-01
6883,83,84,รักมือสอง,Bedroom Audio,64885,https://open.spotify.com/track/6SrJGBmuQGR8SKpPqHfXz4,2019-09-01
6884,84,85,เป็นเพราะฝน,Polycat,64710,https://open.spotify.com/track/7K41SevJ4ihWtiOiF1eAak,2019-09-01
6885,85,86,ไม่อยู่ในชีวิตแต่อยู่ในหัวใจ,Lula,64606,https://open.spotify.com/track/1psb8glAxDb4DYAwnOWzm3,2019-09-01
6886,86,87,กอดความเจ็บช้ำ,Safeplanet,64101,https://open.spotify.com/track/2k9AOePfi6wDRhzUnSVCy4,2019-09-01
6887,87,88,ICY,ITZY,63759,https://open.spotify.com/track/7zFBtYAVURF3bUVqEQ6UUu,2019-09-01
6888,88,89,ภาพจำ,Pop Pongkool,62604,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS,2019-09-01
6889,89,90,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,61402,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2019-09-01
6890,90,91,ไม่สนิทอย่าทัก feat. Chilling Sunday,fellow fellow,60374,https://open.spotify.com/track/3uQfQMt9GEXhAZLVGtubcv,2019-09-01
6891,91,92,รอให้เธอบอก,Whal & Dolph,60302,https://open.spotify.com/track/0r7l0cA27fy29MmGU8k1bO,2019-09-01
6892,92,93,7 rings,Ariana Grande,60273,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-09-01
6893,93,94,Someone You Loved,Lewis Capaldi,59941,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-09-01
6894,94,95,มีผลต่อหัวใจ,Non Tanon,59506,https://open.spotify.com/track/5lxItfla07vroV2vuGwe75,2019-09-01
6895,95,96,ยังไม่รู้,Better Weather,59159,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c,2019-09-01
6896,96,97,นอกจากชื่อฉัน,ACTART,58869,https://open.spotify.com/track/3nQlPsRsO4mEqVaiqErCLO,2019-09-01
6897,97,98,Teeth,5 Seconds of Summer,57898,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,2019-09-01
6898,98,99,ร W8,Gene Kasidit,57747,https://open.spotify.com/track/3zc9UfgETcTMGiazW58Klg,2019-09-01
6899,99,100,PLEASE,Atom Chanakan,57565,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x,2019-09-01
6900,100,101,Old Town Road - Remix,Lil Nas X,57384,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-09-01
6901,101,102,ได้ข่าว (Breaking News) feat. CDGUNTEE,Lipta,57275,https://open.spotify.com/track/4L11CrTUriutTRRjWKPdJm,2019-09-01
6902,102,103,เป็นทุกอย่าง,Room 39,57048,https://open.spotify.com/track/0lQWN4uo1PCdzrxEZJM95P,2019-09-01
6903,103,104,Motivation,Normani,56453,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,2019-09-01
6904,104,105,2002,Anne-Marie,56227,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-09-01
6905,105,106,Takeaway (feat. Lennon Stella),The Chainsmokers,55926,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,2019-09-01
6906,106,107,i'm so tired...,Lauv,55902,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-09-01
6907,107,108,เป็นอดีต,MEAN,55762,https://open.spotify.com/track/6OJ10ZEgo5ZyBHZE72eD7x,2019-09-01
6908,108,109,พอ,Atom Chanakan,55409,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ,2019-09-01
6909,109,110,I Warned Myself,Charlie Puth,55294,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl,2019-09-01
6910,110,111,มันเป็นใคร,Polycat,54952,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX,2019-09-01
6911,111,112,ท้าเล,The Toys,54936,https://open.spotify.com/track/52R0SwdPEcHrBblLKdUFiN,2019-09-01
6912,112,113,"thank u, next",Ariana Grande,54892,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-09-01
6913,113,114,Don't Know What To Do,BLACKPINK,54846,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X,2019-09-01
6914,114,115,ไม่ไหวบอกไหว,Boy Peacemaker,54767,https://open.spotify.com/track/31zkfF9LTPEbnwdaz6MERy,2019-09-01
6915,115,116,เจ็บจนไม่เข้าใจ,PORTRAIT,54518,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa,2019-09-01
6916,116,117,ความเงียบดังที่สุด,Getsunova,54309,https://open.spotify.com/track/49o9ToewyZywgB5KlaB3WN,2019-09-01
6917,117,118,SOLO,JENNIE,54208,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2019-09-01
6918,118,119,พยายาม,O-Pavee,53792,https://open.spotify.com/track/6Slc1wXZDs8zDA6Ip9mPFE,2019-09-01
6919,119,120,มีเธอทุกวันก็โอนิ,The Toys,53545,https://open.spotify.com/track/3seGmbdxubyOV7rAnUYAWh,2019-09-01
6920,120,121,Strawberries & Cigarettes,Troye Sivan,52502,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ,2019-09-01
6921,121,122,FANCY,TWICE,51485,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,2019-09-01
6922,122,123,เจ็บน้อยที่สุด,Zeal,51389,https://open.spotify.com/track/2YIgU8Tq4tovJ3T2Qw6Ewh,2019-09-01
6923,123,124,Dance Monkey,Tones And I,51152,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-09-01
6924,124,125,Best Part (feat. Daniel Caesar),H.E.R.,50872,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-09-01
6925,125,126,พระเอกจําลอง,Getsunova,50751,https://open.spotify.com/track/3HQHoNW6nesoIVybg8wtCr,2019-09-01
6926,126,127,คนที่ไม่ใช่,O-Pavee,50280,https://open.spotify.com/track/76rs0Apd4Ct5LwJm8pB6r1,2019-09-01
6927,127,128,คิดถึง,Palmy,50183,https://open.spotify.com/track/39TrXFs2mDHCPlGpfTrOX3,2019-09-01
6928,128,129,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,50148,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-09-01
6929,129,130,Paris in the Rain,Lauv,50145,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL,2019-09-01
6930,130,131,ใกล้,SCRUBB,49778,https://open.spotify.com/track/4r3UvwePMdXPJrqFautgTq,2019-09-01
6931,131,132,ฉันยังเก็บไว้,Whal & Dolph,49230,https://open.spotify.com/track/5baGsQBa1IGlf1x0BqiPQ5,2019-09-01
6932,132,133,Day 1 ◑,HONNE,49132,https://open.spotify.com/track/6ZzYETKetIfNUsZUb23jgG,2019-09-01
6933,133,134,ไวน์,Max Jenmana,49091,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW,2019-09-01
6934,134,135,Slide Away,Miley Cyrus,48768,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,2019-09-01
6935,135,136,อย่าเสียใจคนเดียว ost. HORMONES 3 THE FINAL SEASON,Better Weather,48631,https://open.spotify.com/track/6hppyFzZ1nHxTbRuPnSwBe,2019-09-01
6936,136,137,ฝันหวานอายจูบ,Stamp,48486,https://open.spotify.com/track/10DSYghyBjAYJa8iCvdRDv,2019-09-01
6937,137,138,กอดไม่ได้,Bedroom Audio,48422,https://open.spotify.com/track/4WxNfBGTaGoN5hOqXI9TFJ,2019-09-01
6938,138,139,Ransom,Lil Tecca,48413,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,2019-09-01
6939,139,140,달라달라 (DALLA DALLA),ITZY,48324,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT,2019-09-01
6940,140,141,ธารารัตน์,YOUNGOHM,48231,https://open.spotify.com/track/3BK6m6yU8BAW5z71FnU3nu,2019-09-01
6941,141,142,กลัว (18th edited),SCRUBB,47968,https://open.spotify.com/track/6T3awZdmxxF3j5ozSi8vqy,2019-09-01
6942,142,143,ฝืนตัวเองไม่เป็น,Non Tanon,47830,https://open.spotify.com/track/5AwQir16Hh3nHBLyGuhTjU,2019-09-01
6943,143,144,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,47663,https://open.spotify.com/track/3WQe3r4R1lnJs75ty9UYDF,2019-09-01
6944,144,145,รอยยิ้ม,SCRUBB,47320,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX,2019-09-01
6945,145,146,As If It's Your Last,BLACKPINK,46920,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,2019-09-01
6946,146,147,Like always,X1,46900,https://open.spotify.com/track/1Jr8RbuOnvMHsMHcWgZ9Do,2019-09-01
6947,147,148,ฟ้า,Tattoo Colour,46785,https://open.spotify.com/track/49P4H6SJkVu2pkuZnuUDk4,2019-09-01
6948,148,149,DDU-DU DDU-DU,BLACKPINK,46590,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw,2019-09-01
6949,149,150,ขอ,Lomosonic,46450,https://open.spotify.com/track/4s4xtVecBeGjuAMqXW8kWv,2019-09-01
6950,150,151,Zimzalabim,Red Velvet,46397,https://open.spotify.com/track/0GUbhhI5fRx7BlqlqlhjuB,2019-09-01
6951,151,152,เสือสิ้นลาย,F.HERO,46076,https://open.spotify.com/track/42pEFPN6KrUydf2ufdampZ,2019-09-01
6952,152,153,Status,Chilling Sunday,46039,https://open.spotify.com/track/0GTCONVjK4xrB0ZPT1CCNz,2019-09-01
6953,153,154,ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,Stamp,45956,https://open.spotify.com/track/5kHLmBd3GTMIFhWdD3berA,2019-09-01
6954,154,155,เพียงเธอ,Safeplanet,45876,https://open.spotify.com/track/7aAk1WR34azj89ZZq19hLD,2019-09-01
6955,155,156,ลาลาลอย (100%),The Toys,45796,https://open.spotify.com/track/3f3L2MP4oniV1bmSxGbcW4,2019-09-01
6956,156,157,แค่เราไม่ได้รักกัน,Indigo,45725,https://open.spotify.com/track/7Fi43HjA5FTTCPOj2wai00,2019-09-01
6957,157,158,ดาว,Pause,45210,https://open.spotify.com/track/7JT0xvRdL46U36JqiCTfWS,2019-09-01
6958,158,159,เพื่อนพระเอก,Polycat,44819,https://open.spotify.com/track/3oAsmJfKeZHuouJIxRwb1g,2019-09-01
6959,159,160,หวง (You're Mine),Earth Patravee,44798,https://open.spotify.com/track/5t2958ghc1UIUovv1pqMl3,2019-09-01
6960,160,161,I'm here for you,X1,44706,https://open.spotify.com/track/3Ell49mmc3B5KnKSvmeQB3,2019-09-01
6961,161,162,U GOT IT - X1 Version,X1,44391,https://open.spotify.com/track/4HmPiO9GElc8ultwqFbUbH,2019-09-01
6962,162,163,เป็นไรไหม?,OG-ANIC,44223,https://open.spotify.com/track/09Mn2O6dtMLCKdeD0BtLdO,2019-09-01
6963,163,164,Love Shot,EXO,44142,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ,2019-09-01
6964,164,165,ลืมไปก่อน,Buddha Bless,43699,https://open.spotify.com/track/4FqihJCXbisi7QYobU7ff6,2019-09-01
6965,165,166,I Love You 3000,Stephanie Poetri,43694,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc,2019-09-01
6966,166,167,ผู้ชมที่ดี,MEAN,43434,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa,2019-09-01
6967,167,168,คืนที่ดาวเต็มฟ้า,Pramote Vilepana,43185,https://open.spotify.com/track/5JoSLllHkOdE56kpHU4fi6,2019-09-01
6968,168,169,ยังคิดถึง...(Same),Marc Tatchapon,43152,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT,2019-09-01
6969,169,170,ถ้าฉันหายไป(Skyline),Earth Patravee,43020,https://open.spotify.com/track/0goff2JabkZTEq1yKeyoM8,2019-09-01
6970,170,171,Without Me,Halsey,42947,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-09-01
6971,171,172,ขี้หึง,Silly Fools,42568,https://open.spotify.com/track/3S7oRCNWJkMNkqLMr88hpo,2019-09-01
6972,172,173,บอกฉัน,Illslick,42283,https://open.spotify.com/track/0vOepjj3QlgWsmuccCCDkT,2019-09-01
6973,173,174,ขอโทษดาว,Earth Patravee,42280,https://open.spotify.com/track/5fDc3i3gwjyNCBbln2ZoVn,2019-09-01
6974,174,175,คนที่เธอไม่เคยมอง,YOUNGOHM,42166,https://open.spotify.com/track/47vCWtVWjrE2GlvXt7or9C,2019-09-01
6975,175,176,ภาวิณี (2018 Remastered),electric.neon.lamp,41204,https://open.spotify.com/track/7qnO1KbAGjzEy22mC3HXua,2019-09-01
6976,176,177,รักแรกพบ,Tattoo Colour,41145,https://open.spotify.com/track/19VIBTwlLTX2SKK6e3erAf,2019-09-01
6977,177,178,Happier,Marshmello,41131,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-09-01
6978,178,179,ความลับมีในโลก(Secret),Ink Waruntorn,41018,https://open.spotify.com/track/6oTyQdGm1gjyDbd1N1Vhq4,2019-09-01
6979,179,180,All about you,TAEYEON,41007,https://open.spotify.com/track/7fftC401ke4BzA3ucPIXES,2019-09-01
6980,180,181,ความรักกำลังก่อตัว,Non Tanon,40658,https://open.spotify.com/track/4EgdU9qfAfHC8ZsGd7dnac,2019-09-01
6981,181,182,BIRTHDAY,SOMI,40597,https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt,2019-09-01
6982,182,183,Smoke,Violette Wautier,40502,https://open.spotify.com/track/4QWno5VXD5LMpoQQlNrJNQ,2019-09-01
6983,183,184,Forever Young,BLACKPINK,40263,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn,2019-09-01
6984,184,185,กรรม,Pang Nakarin,40212,https://open.spotify.com/track/5dabj4WMNf5y5gY7mfPh9j,2019-09-01
6985,185,186,คนชั่ว 2018,The Parkinson,40061,https://open.spotify.com/track/2Sm0nEtt9x1yXUSyhLPl7G,2019-09-01
6986,186,187,Better Now,Post Malone,39870,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-09-01
6987,187,188,Malibu Nights,LANY,39859,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2019-09-01
6988,188,189,เพื่อนรัก,The Parkinson,39735,https://open.spotify.com/track/4xkx6xqlEsGqzCX5HM1cF2,2019-09-01
6989,189,190,Perfect,Ed Sheeran,39679,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-09-01
6990,190,191,MOVE - X1 Version,X1,39632,https://open.spotify.com/track/2Hy7yP6pcZOzLNO4aUB4uz,2019-09-01
6991,191,192,คู่กัน,SCRUBB,39413,https://open.spotify.com/track/2SewBThepvNfjZ6fyBhGYT,2019-09-01
6992,192,193,หน่วง,Room 39,39408,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu,2019-09-01
6993,193,194,La Vie en Rose,IZ*ONE,39402,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc,2019-09-01
6994,194,195,ที่ผ่านมา,YERM,39306,https://open.spotify.com/track/5UlSKEFiNHNFSye7CLpLPs,2019-09-01
6995,195,196,รองเท้าเก่า,Tattoo Colour,39238,https://open.spotify.com/track/3Eu82PdSTJ8whj8KFJj4au,2019-09-01
6996,196,197,คิดอยู่,p n v .,39142,https://open.spotify.com/track/5rp2En3jKJhJjZoedyh4Zp,2019-09-01
6997,197,198,ให้นานกว่าที่เคย - Collab,KLEAR,39136,https://open.spotify.com/track/5qiTHnCUhw2H0c9Tmf0sJk,2019-09-01
6998,198,199,เขตห้ามหวง,TOR Saksit,39105,https://open.spotify.com/track/3IsAzB4wlqbAeQEEtdJh3x,2019-09-01
6999,199,200,ชอบแบบนี้,หนามเตย สะแบงบิน,39098,https://open.spotify.com/track/6p7NF2s3P5QqySsotfkULH,2019-09-01
7000,0,1,รักติดไซเรน,แพรวา ณิชาภัทร,497887,https://open.spotify.com/track/0vIvE2RgjnMpUQn875C4Vz,2019-09-08
7001,1,2,ภาวนา,MEYOU,479756,https://open.spotify.com/track/7IcfEY0IyV4fdALbwJCw3v,2019-09-08
7002,2,3,ถ้าฉันเป็นเขา,Indigo,343453,https://open.spotify.com/track/7adzBs69Rjtj6194UZRWfm,2019-09-08
7003,3,4,Señorita,Shawn Mendes,315704,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-09-08
7004,4,5,นี่ฉันเอง feat. KOB FLAT BOY,Lipta,298013,https://open.spotify.com/track/1A9I1bdZX61vE5cTaNOz2x,2019-09-08
7005,5,6,เจ็บจนพอ,Wanyai,262139,https://open.spotify.com/track/4prGMvYxnXPsG7xueL4Gc8,2019-09-08
7006,6,7,Circles,Post Malone,245977,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg,2019-09-08
7007,7,8,ลืมไป (feat. ปู่จ๋าน ลองไมค์),Wanyai,242387,https://open.spotify.com/track/4XqtyE2i3U1z2rMVcgnYX6,2019-09-08
7008,8,9,พอเถอะ,MEAN,240138,https://open.spotify.com/track/78SisrpqN9rYxNwFbpQ7JX,2019-09-08
7009,9,10,ไม่อยากเหงาแล้ว(Call me) feat. Meyou,Ink Waruntorn,236007,https://open.spotify.com/track/6GVBXMArxujxWfZx3vGvgC,2019-09-08
7010,10,11,ใจเดียว,Whal & Dolph,221376,https://open.spotify.com/track/4OZjDh3pxthm3Ig9Fs7C7N,2019-09-08
7011,11,12,ไปได้ดี,Wanyai,219566,https://open.spotify.com/track/2qlfZhBPWq5FH3FwlZKGws,2019-09-08
7012,12,13,รางวัลปลอบใจ,Zommarie,215767,https://open.spotify.com/track/1PRByEhLOzWd74sjPQjJlS,2019-09-08
7013,13,14,เรา,Cocktail,215100,https://open.spotify.com/track/3CCcOP9IQHVQoYIFKuS5BP,2019-09-08
7014,14,15,ดีใจด้วยนะ(Glad),Ink Waruntorn,203863,https://open.spotify.com/track/0rvNW2zfoFqdz7jHw3VqSQ,2019-09-08
7015,15,16,แค่นี้...พอ,The Parkinson,191866,https://open.spotify.com/track/6d4vvgsd6G6xurG1bv2gnF,2019-09-08
7016,16,17,ทางผ่าน,Pure,188450,https://open.spotify.com/track/3zrebnrolRrRWRx9yx7tZs,2019-09-08
7017,17,18,เดคิสุงิ,Wan Thanakrit,187592,https://open.spotify.com/track/3hkLfwuEsdfYT8C4IUVljp,2019-09-08
7018,18,19,ความสุขของเธอ,MEAN,176843,https://open.spotify.com/track/2cqjhnMI6m22cqcD1GUSTZ,2019-09-08
7019,19,20,Goodbyes (Feat. Young Thug),Post Malone,174774,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-09-08
7020,20,21,Lover,Taylor Swift,166739,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2019-09-08
7021,21,22,ไม่รู้ทำไม,Whal & Dolph,166626,https://open.spotify.com/track/1lWjw2MgiWcvuy5rSuQ11b,2019-09-08
7022,22,23,ฉันเป็นทะเล (ไม่ใช่เขา),p n v .,166514,https://open.spotify.com/track/4zvpnvtc2IYE3EMQau3vIH,2019-09-08
7023,23,24,เมื่อคืนฉันฝันว่า,2T FLOW,162791,https://open.spotify.com/track/7gFhyOlGIO4d9yNxIS5ijn,2019-09-08
7024,24,25,คำตอบ,Safeplanet,157589,https://open.spotify.com/track/1lD1Pjy7rNDOny7nFqmUHJ,2019-09-08
7025,25,26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,156100,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy,2019-09-08
7026,26,27,เมื่อคืน,Season Five,154168,https://open.spotify.com/track/0OBPjif46Jbz7c4xIqiBEw,2019-09-08
7027,27,28,comethru,Jeremy Zucker,153412,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-09-08
7028,28,29,Beautiful People (feat. Khalid),Ed Sheeran,148651,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-09-08
7029,29,30,เพื่อน,Polycat,146785,https://open.spotify.com/track/7xJowlJfrvuFbooVesjFm0,2019-09-08
7030,30,31,ดึกแล้วอย่าเพิ่งกลับ,Jaonaay,146168,https://open.spotify.com/track/7nVTeSpry1cMbgyCmSd1ae,2019-09-08
7031,31,32,เมษา (MAYSA) feat. BLACKSHEEP,fellow fellow,143814,https://open.spotify.com/track/3bxGTdVHjBjlSOjRDH9a4f,2019-09-08
7032,32,33,How Do You Sleep?,Sam Smith,141664,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-09-08
7033,33,34,ไม่ว่าง,OG-ANIC,139186,https://open.spotify.com/track/6wVQR2tKc36SXOxdSg9gvO,2019-09-08
7034,34,35,ผี - Ghost,UrboyTJ,138300,https://open.spotify.com/track/1P6MeMHNjKC9SC7br4YqQY,2019-09-08
7035,35,36,วิภาวดี,YENTED,137544,https://open.spotify.com/track/6MOmulJqeI6K3dq3I4Sfbu,2019-09-08
7036,36,37,boyfriend (with Social House),Ariana Grande,134603,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-09-08
