,index,Position,Track Name,Artist,Streams,URL,date
1685,85,86,2002,Anne-Marie,41582,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-03-03
1686,86,87,Without Me,Halsey,41317,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-03
1687,87,88,Cat & Dog,TOMORROW X TOGETHER,40645,https://open.spotify.com/track/5cadLqAgl7Y9zX3lRWdsPK,2019-03-03
1688,88,89,Big Plans,Why Don't We,40494,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,2019-03-03
1689,89,90,Best Part (feat. Daniel Caesar),H.E.R.,40414,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-03-03
1690,90,91,Blue Orangeade,TOMORROW X TOGETHER,40047,https://open.spotify.com/track/7C31PdvTuSvEFqn2sKISsX,2019-03-03
1691,91,92,ไม่อยู่ในชีวิตแต่อยู่ในหัวใจ,Lula,39293,https://open.spotify.com/track/1psb8glAxDb4DYAwnOWzm3,2019-03-03
1692,92,93,Gotta Go,CHUNG HA,38619,https://open.spotify.com/track/0xq4ZTcmwBfkPGo4RRKmMe,2019-03-03
1693,93,94,ฉันยังเก็บไว้,Whal & Dolph,38456,https://open.spotify.com/track/5baGsQBa1IGlf1x0BqiPQ5,2019-03-03
1694,94,95,คนชั่ว 2018,The Parkinson,38123,https://open.spotify.com/track/7ei0VnJbGojtdCDCp2Mow1,2019-03-03
1695,95,96,พอ,Atom Chanakan,38096,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ,2019-03-03
1696,96,97,Our Summer,TOMORROW X TOGETHER,37247,https://open.spotify.com/track/3qbHA5vvQj249vmnhcTxQV,2019-03-03
1697,97,98,Girls Like You (feat. Cardi B),Maroon 5,37068,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-03-03
1698,98,99,พบกันใหม่,Polycat,36722,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI,2019-03-03
1699,99,100,เวลาเธอยิ้ม,Polycat,35396,https://open.spotify.com/track/06DPpk0hUJEgpzl5cuWNI6,2019-03-03
1700,100,101,Kiss and Make Up,Dua Lipa,35357,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2019-03-03
1701,101,102,Eastside (with Halsey & Khalid),benny blanco,35140,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-03-03
1702,102,103,พอจะรู้,MEYOU,34865,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq,2019-03-03
1703,103,104,Don't Call Me Up,Mabel,34752,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-03
1704,104,105,Better,Khalid,34401,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-03-03
1705,105,106,Sweet but Psycho,Ava Max,34245,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-03-03
1706,106,107,Perfect,Ed Sheeran,34179,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-03-03
1707,107,108,เพื่อนไม่จริง,Polycat,34014,https://open.spotify.com/track/05WHgjtWx32x40VmFkLnOd,2019-03-03
1708,108,109,BBIBBI,IU,33504,https://open.spotify.com/track/4as4XEOR03oGm1STUKl6pa,2019-03-03
1709,109,110,Love Someone,Lukas Graham,32627,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-03-03
1710,110,111,bury a friend,Billie Eilish,32609,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-03-03
1711,111,112,ถามหน่อย,VARINZ,32540,https://open.spotify.com/track/3i1rSzXFJpSiEu0zZiEmpD,2019-03-03
1712,112,113,Let Me Down Slowly,Alec Benjamin,32469,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-03-03
1713,113,114,Better Now,Post Malone,32334,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-03-03
1714,114,115,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,32103,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,2019-03-03
1715,115,116,อย่าพูดเลย (feat. Lazyloxy),นายนะ,32077,https://open.spotify.com/track/2GzwZ7XALVsjFQdqT2cbEN,2019-03-03
1716,116,117,Bad Boy,Red Velvet,31913,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc,2019-03-03
1717,117,118,BOOMBAYAH - KR Ver.,BLACKPINK,31710,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt,2019-03-03
1718,118,119,แค่เพียงบอก,Rooftop,31677,https://open.spotify.com/track/77mQekDNA5UQUL0w0bHriI,2019-03-03
1719,119,120,4:00,The Toys,31565,https://open.spotify.com/track/1PGNDa8dIRkOQ6VLvNHRdw,2019-03-03
1720,120,121,San Francisco Street,Sun Rai,31558,https://open.spotify.com/track/5pjWzUc1tVcewUTdDJd6Ce,2019-03-03
1721,121,122,TWIT,Hwa Sa,31550,https://open.spotify.com/track/6qyz1KOlGJsKYJ4ZsRmRSD,2019-03-03
1722,122,123,Saturday Nights,Khalid,31518,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019-03-03
1723,123,124,YES or YES,TWICE,31481,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,2019-03-03
1724,124,125,Too Good At Goodbyes,Sam Smith,31462,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019-03-03
1725,125,126,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,31130,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-03-03
1726,126,127,มนต์รักนักแร็พ,FIIXD,30724,https://open.spotify.com/track/4VgS7TMARnwt3ln9c4ZFle,2019-03-03
1727,127,128,Nap of a star,TOMORROW X TOGETHER,30423,https://open.spotify.com/track/6JxNli46YwzPdPiHnEQUeC,2019-03-03
1728,128,129,Nights Like This (feat. Ty Dolla $ign),Kehlani,30215,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,2019-03-03
1729,129,130,PLAYING WITH FIRE - KR Ver.,BLACKPINK,29985,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy,2019-03-03
1730,130,131,Tempo,EXO,29868,https://open.spotify.com/track/3RqZIrpndez8Iu5J5BsmnV,2019-03-03
1731,131,132,FAKE LOVE,BTS,29715,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2019-03-03
1732,132,133,คนที่ไม่ใช่,O-Pavee,29550,https://open.spotify.com/track/76rs0Apd4Ct5LwJm8pB6r1,2019-03-03
1733,133,134,หมายความว่าอะไร,MEAN,29530,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7,2019-03-03
1734,134,135,ติดตลก,Oat Pramote,29419,https://open.spotify.com/track/6YYcwUa7auypfzwUZoNEGY,2019-03-03
1735,135,136,PLEASE,Atom Chanakan,29228,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x,2019-03-03
1736,136,137,ช้ำคือเรา - Version สมอารมณ์,สมอารมณ์,28950,https://open.spotify.com/track/2RDD7HPe72Le3jkqR7Kt8f,2019-03-03
1737,137,138,ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,Stamp,28885,https://open.spotify.com/track/5kHLmBd3GTMIFhWdD3berA,2019-03-03
1738,138,139,No Sleep (feat. Bonn),Martin Garrix,28846,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,2019-03-03
1739,139,140,รอยยิ้ม,SCRUBB,28800,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX,2019-03-03
1740,140,141,เป็นทุกอย่าง,Room 39,28607,https://open.spotify.com/track/0lQWN4uo1PCdzrxEZJM95P,2019-03-03
1741,141,142,Lost In Japan,Shawn Mendes,28304,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019-03-03
1742,142,143,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,27639,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,2019-03-03
1743,143,144,ฝืนตัวเองไม่เป็น,Non Tanon,27602,https://open.spotify.com/track/5AwQir16Hh3nHBLyGuhTjU,2019-03-03
1744,144,145,ยังไม่รู้,Better Weather,27377,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c,2019-03-03
1745,145,146,Smoke,Violette Wautier,27301,https://open.spotify.com/track/4QWno5VXD5LMpoQQlNrJNQ,2019-03-03
1746,146,147,Young Dumb & Broke,Khalid,27028,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2019-03-03
1747,147,148,Say You Won't Let Go,James Arthur,26737,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-03-03
1748,148,149,Malibu Nights,LANY,26679,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2019-03-03
1749,149,150,What is Love?,TWICE,26666,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX,2019-03-03
1750,150,151,RBB (Really Bad Boy),Red Velvet,26538,https://open.spotify.com/track/006LuHbY5Tt9dhbdSOnVq6,2019-03-03
1751,151,152,โลกที่ไม่มีฉัน,Ben Bizzy,26428,https://open.spotify.com/track/0XcPTdIq5fWRGWD8KdDhfM,2019-03-03
1752,152,153,Photograph,Ed Sheeran,26344,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019-03-03
1753,153,154,Honesty,Pink Sweat$,26273,https://open.spotify.com/track/5dXI2NV7X2c4anyLFbQdEX,2019-03-03
1754,154,155,แค่เพียงฉัน(ที่ไม่ลืม),Earth Patravee,25834,https://open.spotify.com/track/1SCRT8WbB4TdiXwvtzMnpL,2019-03-03
1755,155,156,Happier,Ed Sheeran,25799,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2019-03-03
1756,156,157,สุดท้ายก็หมา (feat. เด็กเลี้ยงควาย),Wonderframe,25655,https://open.spotify.com/track/1PIOSEedZ1FJUmQoviXvgI,2019-03-03
1757,157,158,no tears left to cry,Ariana Grande,25635,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019-03-03
1758,158,159,Beautiful (feat. Camila Cabello),Bazzi,25535,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019-03-03
1759,159,160,This Feeling,The Chainsmokers,25476,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019-03-03
1760,160,161,Con Calma,Daddy Yankee,25340,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-03
1761,161,162,Bohemian Rhapsody - Remastered 2011,Queen,24911,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019-03-03
1762,162,163,Status,Chilling Sunday,24810,https://open.spotify.com/track/0GTCONVjK4xrB0ZPT1CCNz,2019-03-03
1763,163,164,Giant (with Rag'n'Bone Man),Calvin Harris,24775,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-03-03
1764,164,165,FRIENDS,Marshmello,24693,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2019-03-03
1765,165,166,Really,BLACKPINK,24669,https://open.spotify.com/track/5qA5DAR5xTjQUGrl0eBbmR,2019-03-03
1766,166,167,มันเป็นใคร,Polycat,24610,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX,2019-03-03
1767,167,168,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,24447,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,2019-03-03
1768,168,169,Shape of You,Ed Sheeran,24302,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-03-03
1769,169,170,ลืมไปก่อน,Buddha Bless,24193,https://open.spotify.com/track/4FqihJCXbisi7QYobU7ff6,2019-03-03
1770,170,171,Butterfly,LOONA,24179,https://open.spotify.com/track/5jhYykolbcG1T9wZSyvhp5,2019-03-03
1771,171,172,รักเมียที่สุดในโลก,Illslick,24171,https://open.spotify.com/track/5qeBPsfkqPWV8sytZL70k2,2019-03-03
1772,172,173,รักทุกวัน,Better Weather,24106,https://open.spotify.com/track/0mOYUZ3IBOrnigemuQI2oX,2019-03-03
1773,173,174,ถ้าฉันหายไป(Skyline),Earth Patravee,24098,https://open.spotify.com/track/0goff2JabkZTEq1yKeyoM8,2019-03-03
1774,174,175,MIDDLE CHILD,J. Cole,24031,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-03-03
1775,175,176,Easy,Mac Ayres,23992,https://open.spotify.com/track/58dSdjfEYNSxte1aNVxuNf,2019-03-03
1776,176,177,Fallin' All In You,Shawn Mendes,23931,https://open.spotify.com/track/5EYBryPOgIEPB7r5QIy6eG,2019-03-03
1777,177,178,Simon Says,NCT 127,23854,https://open.spotify.com/track/1zedfw5iu7XzKJT8CupEIP,2019-03-03
1778,178,179,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,23712,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019-03-03
1779,179,180,No,CLC,23692,https://open.spotify.com/track/3sygLAUhHsJsQ0cBk6fxRd,2019-03-03
1780,180,181,รู้ทั้งรู้,OG-ANIC,23544,https://open.spotify.com/track/0KnDJSGxu03x8idlKLKKki,2019-03-03
1781,181,182,There's No Way (feat. Julia Michaels),Lauv,23463,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,2019-03-03
1782,182,183,เป็นอดีต,MEAN,23458,https://open.spotify.com/track/6OJ10ZEgo5ZyBHZE72eD7x,2019-03-03
1783,183,184,ถ้าหาก,YENTED,23399,https://open.spotify.com/track/1Lw0i60LlzJfmG6ADncUrz,2019-03-03
1784,184,185,Closer,The Chainsmokers,23171,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-03-03
1785,185,186,เจ็บจนไม่เข้าใจ,PORTRAIT,23144,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa,2019-03-03
1786,186,187,Say Yes,Mindset,22978,https://open.spotify.com/track/2sUZQcdMhj9B30njf5kmGj,2019-03-03
1787,187,188,imagine,Ariana Grande,22978,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,2019-03-03
1788,188,189,Thru These Tears,LANY,22957,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk,2019-03-03
1789,189,190,Think About You,Kygo,22934,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,2019-03-03
1790,190,191,หน่วง,Room 39,22897,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu,2019-03-03
1791,191,192,Attention,Charlie Puth,22860,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50,2019-03-03
1792,192,193,In My Blood,Shawn Mendes,22836,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,2019-03-03
1793,193,194,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,22726,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019-03-03
1794,194,195,POP/STARS,K/DA,22705,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,2019-03-03
1795,195,196,ถ้าเธอต้องเลือก,Illslick,22689,https://open.spotify.com/track/5Of65kRDivh4UHG3SG5Iad,2019-03-03
1796,196,197,WHISTLE - KR Ver.,BLACKPINK,22584,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c,2019-03-03
1797,197,198,ขี้หึง,Silly Fools,22510,https://open.spotify.com/track/3S7oRCNWJkMNkqLMr88hpo,2019-03-03
1798,198,199,ไวน์,Max Jenmana,22510,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW,2019-03-03
1799,199,200,Psycho (feat. Ty Dolla $ign),Post Malone,22407,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-03-03
1800,0,1,ธารารัตน์,YOUNGOHM,371717,https://open.spotify.com/track/3BK6m6yU8BAW5z71FnU3nu,2019-03-10
1801,1,2,มีแค่เรา,F.HERO,200153,https://open.spotify.com/track/7b9aHUDuKbMztMZQ90I7CY,2019-03-10
1802,2,3,7 rings,Ariana Grande,164481,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-10
1803,3,4,พูดไม่ออก,The Toys,163427,https://open.spotify.com/track/36QNwsq4EpOdS3E4WEJphO,2019-03-10
1804,4,5,ดีใจด้วยนะ(Glad),Ink Waruntorn,153877,https://open.spotify.com/track/0rvNW2zfoFqdz7jHw3VqSQ,2019-03-10
1805,5,6,ซ่อนกลิ่น,Palmy,152725,https://open.spotify.com/track/7woh2lJvyILYxSQ1kXTI3d,2019-03-10
1806,6,7,ลาลาลอย (100%),The Toys,145347,https://open.spotify.com/track/3f3L2MP4oniV1bmSxGbcW4,2019-03-10
1807,7,8,เสือสิ้นลาย,F.HERO,144935,https://open.spotify.com/track/42pEFPN6KrUydf2ufdampZ,2019-03-10
1808,8,9,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,141186,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-03-10
1809,9,10,i'm so tired...,Lauv,134913,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-10
1810,10,11,นอกจากชื่อฉัน,ACTART,130022,https://open.spotify.com/track/3nQlPsRsO4mEqVaiqErCLO,2019-03-10
1811,11,12,달라달라 (DALLA DALLA),ITZY,127688,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT,2019-03-10
1812,12,13,อาวรณ์,Polycat,126034,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope,2019-03-10
1813,13,14,ดูดี,Polycat,122106,https://open.spotify.com/track/4afuOwuWWRoS8HEw1cyVUZ,2019-03-10
1814,14,15,SOLO,JENNIE,121707,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2019-03-10
1815,15,16,ฝากไว้กับดาว,Whal & Dolph,115216,https://open.spotify.com/track/5PMJyQr4nI8L78r6TXumeU,2019-03-10
1816,16,17,คิดถึง,Palmy,114815,https://open.spotify.com/track/39TrXFs2mDHCPlGpfTrOX3,2019-03-10
1817,17,18,เขาไปแล้ว (feat. อาม ชุติมา),Wonderframe,114749,https://open.spotify.com/track/4RBXshVW8KbLPri1Tf00A8,2019-03-10
1818,18,19,Talk,Khalid,112507,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019-03-10
1819,19,20,เป็นไรไหม?,OG-ANIC,105007,https://open.spotify.com/track/09Mn2O6dtMLCKdeD0BtLdO,2019-03-10
1820,20,21,ดูไว้,YOUNGOHM,104532,https://open.spotify.com/track/1aHxAPhylGcp9MjomzD6fN,2019-03-10
1821,21,22,มีเธอทุกวันก็โอนิ,The Toys,104077,https://open.spotify.com/track/3seGmbdxubyOV7rAnUYAWh,2019-03-10
1822,22,23,หลอก,NICECNX,103782,https://open.spotify.com/track/6XQ71HC6xxRbVZZD6Bodju,2019-03-10
1823,23,24,ภาพจำ,Pop Pongkool,103066,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS,2019-03-10
1824,24,25,CROWN,TOMORROW X TOGETHER,101976,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26,2019-03-10
1825,25,26,มีผลต่อหัวใจ,Non Tanon,101456,https://open.spotify.com/track/5lxItfla07vroV2vuGwe75,2019-03-10
1826,26,27,อยากมีเเฟนเเล้ว feat. Lazyloxy,Lipta,100506,https://open.spotify.com/track/5EnkQKL8MNjxccKXy6g24g,2019-03-10
1827,27,28,ผู้โชคดี,NINE BY NINE,99214,https://open.spotify.com/track/34f8X9ZMMgqdjD17VuPfpz,2019-03-10
1828,28,29,I'm Sad,Maiyarap,98730,https://open.spotify.com/track/2hzhpfoxf1txAO4iDqIsl5,2019-03-10
1829,29,30,"thank u, next",Ariana Grande,98720,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-03-10
1830,30,31,แบกไม่ไหว,UrboyTJ,96395,https://open.spotify.com/track/2S3r0O3Dkgf797IguE4DeY,2019-03-10
1831,31,32,"break up with your girlfriend, i'm bored",Ariana Grande,94004,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-03-10
1832,32,33,Dancing With A Stranger (with Normani),Sam Smith,91389,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-10
1833,33,34,ตัวท๊อปเท่านั้น (feat. นะ Polycat),อุ๋ย บุดดาเบลส,89787,https://open.spotify.com/track/7mqXj5nnR97pAF9ERNHXtb,2019-03-10
1834,34,35,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,87664,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v,2019-03-10
1835,35,36,รักมือสอง,Bedroom Audio,87393,https://open.spotify.com/track/6SrJGBmuQGR8SKpPqHfXz4,2019-03-10
1836,36,37,comethru,Jeremy Zucker,85810,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-03-10
1837,37,38,เจ็บน้อยที่สุด,Zeal,81906,https://open.spotify.com/track/2YIgU8Tq4tovJ3T2Qw6Ewh,2019-03-10
1838,38,39,ไม่มีเหตุผล (feat. นายนะ),MARINA,80253,https://open.spotify.com/track/3JrekkAlDuRg0iRBwVUTBy,2019-03-10
1839,39,40,หลังจากฉันตาย,Illslick,79404,https://open.spotify.com/track/1qDWMtyHiacpb7sQf90hlb,2019-03-10
1840,40,41,Sucker,Jonas Brothers,77532,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-10
1841,41,42,รอสายคนโสด (THE RAPISODE),OG-ANIC,75809,https://open.spotify.com/track/1m3H2GKv7KYWotKif65JEI,2019-03-10
1842,42,43,กอดความเจ็บช้ำ,Safeplanet,75775,https://open.spotify.com/track/2k9AOePfi6wDRhzUnSVCy4,2019-03-10
1843,43,44,Please Me,Cardi B,75485,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,2019-03-10
1844,44,45,ไม่ไหวบอกไหว,Boy Peacemaker,75456,https://open.spotify.com/track/31zkfF9LTPEbnwdaz6MERy,2019-03-10
1845,45,46,อย่ายิ้ม,CYANIDE,72767,https://open.spotify.com/track/6kDDOFq6m3woOS0s8jPJEu,2019-03-10
1846,46,47,Senorita,(G)I-DLE,72239,https://open.spotify.com/track/0q6boCcLaWYPIy2vOsksFg,2019-03-10
1847,47,48,คำตอบ,Safeplanet,67621,https://open.spotify.com/track/0zEb36zrMAhdM851DxG1Oy,2019-03-10
1848,48,49,ความรักกำลังก่อตัว,Non Tanon,66467,https://open.spotify.com/track/4EgdU9qfAfHC8ZsGd7dnac,2019-03-10
1849,49,50,Happier,Marshmello,64761,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-03-10
1850,50,51,ได้ข่าว (Breaking News) feat. CDGUNTEE,Lipta,62816,https://open.spotify.com/track/4L11CrTUriutTRRjWKPdJm,2019-03-10
1851,51,52,ไปเถอะ,The Parkinson,61583,https://open.spotify.com/track/12bFmsrqe5XmBN2iDyFHNz,2019-03-10
1852,52,53,Day 1 ◑,HONNE,59020,https://open.spotify.com/track/6ZzYETKetIfNUsZUb23jgG,2019-03-10
1853,53,54,เอาไงดีว้า,Marc Tatchapon,58813,https://open.spotify.com/track/4vXssxotS8BmPIDd3YMgyx,2019-03-10
1854,54,55,DDU-DU DDU-DU,BLACKPINK,56942,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw,2019-03-10
1855,55,56,Who Do You Love,The Chainsmokers,55912,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,2019-03-10
1856,56,57,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,54372,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-10
1857,57,58,รักเลยได้มั้ย? feat. SYPS,TOR Saksit,53935,https://open.spotify.com/track/77xNwVJebbY9dzptd13YjT,2019-03-10
1858,58,59,My Bad,Khalid,52873,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,2019-03-10
1859,59,60,แพ้ทุกที (LOOPER),fellow fellow,52662,https://open.spotify.com/track/1OCWm66r2PwI8RsspEMfzD,2019-03-10
1860,60,61,wish you were gay,Billie Eilish,52226,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-10
1861,61,62,La Vie en Rose,IZ*ONE,52128,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc,2019-03-10
1862,62,63,Wow.,Post Malone,51896,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-03-10
1863,63,64,Good Luck feat. Maiyarap,Lipta,51493,https://open.spotify.com/track/3tMbwbZpYXGHeg0l45m7Tv,2019-03-10
1864,64,65,ยิ้มก็พอ feat. Wonderframe,TOR Saksit,51341,https://open.spotify.com/track/089OggImoTkmiPMVtVAs3I,2019-03-10
1865,65,66,Stars,The Toys,50517,https://open.spotify.com/track/00XqyOkSIiqOygR0kezc4x,2019-03-10
1866,66,67,คุณได้ไปต่อ,Atom Chanakan,49772,https://open.spotify.com/track/6ArypJhDZYRRVziSnQGMR6,2019-03-10
1867,67,68,With You,Twopee Southside,47940,https://open.spotify.com/track/1hoCGkBx9zKYQXp50cg115,2019-03-10
1868,68,69,Here With Me,Marshmello,47685,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-03-10
1869,69,70,นิรันดร์,Bodyslam,47597,https://open.spotify.com/track/3fhvRxPQ1r7DP0JVQFl6zn,2019-03-10
1870,70,71,ความหมาย (เพลงประกอบละคร พรหมไม่ได้ลิขิต),Atom Chanakan,47419,https://open.spotify.com/track/2K6iFUok3ie5reehHJTTMy,2019-03-10
1871,71,72,ต่อให้,Season Five,46811,https://open.spotify.com/track/7EiesOznEUAta5QIb89I7e,2019-03-10
1872,72,73,หนึ่งคืน,Atom Chanakan,46207,https://open.spotify.com/track/33diPovBu4Vxw4k83wrKmB,2019-03-10
1873,73,74,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,44937,https://open.spotify.com/track/3WQe3r4R1lnJs75ty9UYDF,2019-03-10
1874,74,75,นอนได้แล้ว,The Toys,44760,https://open.spotify.com/track/5wjLh0SIZGk36IgB8NE74l,2019-03-10
1875,75,76,Paris in the Rain,Lauv,44181,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL,2019-03-10
1876,76,77,TMRW,Lazyloxy,44166,https://open.spotify.com/track/7ft1JAnJ3VUEAB2HGaLKP8,2019-03-10
1877,77,78,Forever Young,BLACKPINK,44017,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn,2019-03-10
1878,78,79,2002,Anne-Marie,43977,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-03-10
1879,79,80,Last Hurrah,Bebe Rexha,43675,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,2019-03-10
1880,80,81,ความลับมีในโลก(Secret),Ink Waruntorn,42861,https://open.spotify.com/track/6oTyQdGm1gjyDbd1N1Vhq4,2019-03-10
1881,81,82,I Like Me Better,Lauv,42726,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-03-10
1882,82,83,Love Shot,EXO,40643,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ,2019-03-10
1883,83,84,Without Me,Halsey,40357,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-10
1884,84,85,As If It's Your Last,BLACKPINK,39740,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,2019-03-10
1885,85,86,Best Part (feat. Daniel Caesar),H.E.R.,39453,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-03-10
