,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
4144,0.467,0.124,159.883,0.0337,0.515,5.04e-05,4,0.719,6,180000,-6.968,0.811,0,audio_features,spotify:track:03UCygRxVwn1CyFEA7fiTV
4145,0.323,0.124,78.465,0.0259,0.908,0.00145,4,0.577,11,176250,-9.333,0.264,0,audio_features,spotify:track:5baGsQBa1IGlf1x0BqiPQ5
4146,0.879,0.0792,102.009,0.0274,0.0938,0.0,4,0.576,11,256875,-4.859,0.559,1,audio_features,spotify:track:4okhrrtNhHB28u0LEsDPn8
4147,0.577,0.0942,170.078,0.0284,0.193,2.18e-05,4,0.438,3,286227,-6.993,0.172,1,audio_features,spotify:track:2OQQPlUlrSKu2nOPMwTS2c
4148,0.341,0.163,114.034,0.0268,0.758,1.23e-06,3,0.58,2,278637,-7.623,0.13,1,audio_features,spotify:track:0r7l0cA27fy29MmGU8k1bO
4149,0.686,0.2,89.949,0.243,0.549,0.0,4,0.632,6,170770,-7.665,0.329,0,audio_features,spotify:track:7FGq80cy8juXBCD2nrqdWU
4150,0.551,0.0878,95.982,0.0275,0.4,0.0,4,0.662,10,254062,-5.887,0.516,1,audio_features,spotify:track:6ArypJhDZYRRVziSnQGMR6
4151,0.552,0.104,97.949,0.097,0.0765,0.334,4,0.596,0,229320,-10.278,0.112,0,audio_features,spotify:track:6zeeWid2sgw4lap2jV61PZ
4152,0.351,0.11,177.596,0.0351,0.823,1.5e-06,3,0.296,6,212720,-9.538,0.19,1,audio_features,spotify:track:15xWRPHQMeqgdkGzInx3PY
4153,0.517,0.0949,136.019,0.129,0.0361,1.73e-06,4,0.908,1,113013,-6.063,0.471,1,audio_features,spotify:track:53CJANUxooaqGOtdsBTh7O
4154,0.906,0.077,145.041,0.0734,0.0336,7.75e-05,4,0.68,11,201225,-6.195,0.68,0,audio_features,spotify:track:7tXQdx76iQVFeaBGDzXpZ2
4155,0.375,0.145,121.04,0.034,0.225,0.0,4,0.395,0,175594,-7.948,0.131,1,audio_features,spotify:track:5viFjDGTnrApmUY5c8qkfw
4156,0.704,0.166,133.002,0.0476,0.0691,0.0,4,0.719,1,187436,-4.724,0.628,1,audio_features,spotify:track:25sgk305KZfyuqVBQIahim
4157,0.368,0.339,82.014,0.0292,0.576,9.51e-05,4,0.614,0,270638,-9.756,0.428,1,audio_features,spotify:track:0Ganp2fdgbNuO7ZjcLu0x1
4158,0.596,0.0938,109.981,0.0566,0.572,0.0,4,0.675,6,225500,-6.472,0.472,0,audio_features,spotify:track:6oTyQdGm1gjyDbd1N1Vhq4
4159,0.379,0.0986,107.989,0.0476,0.607,0.000464,4,0.614,4,258987,-10.48,0.201,1,audio_features,spotify:track:6fxVffaTuwjgEk5h9QyRjy
4160,0.599,0.153,67.998,0.0373,0.457,0.0,4,0.601,7,305760,-5.549,0.577,1,audio_features,spotify:track:5AwQir16Hh3nHBLyGuhTjU
4161,0.586,0.132,97.981,0.147,0.0247,0.0,4,0.796,4,200107,-6.946,0.179,0,audio_features,spotify:track:7DcvwMAiqKJQD1rrdfxSDx
4162,0.501,0.127,149.978,0.0345,0.388,0.0,4,0.521,9,246869,-8.259,0.311,1,audio_features,spotify:track:31zkfF9LTPEbnwdaz6MERy
4163,0.484,0.114,135.866,0.0326,0.807,8.51e-05,4,0.553,9,268329,-8.12,0.196,1,audio_features,spotify:track:76rs0Apd4Ct5LwJm8pB6r1
4164,0.554,0.106,169.999,0.0917,0.0421,0.0,4,0.726,5,190440,-5.29,0.335,0,audio_features,spotify:track:4kV4N9D1iKVxx1KLvtTpjS
4165,0.479,0.0938,139.955,0.0315,0.295,2.16e-06,3,0.7,3,164571,-8.291,0.22,1,audio_features,spotify:track:00XqyOkSIiqOygR0kezc4x
4166,0.372,0.169,91.873,0.0432,0.64,0.0,4,0.681,5,201000,-8.237,0.476,1,audio_features,spotify:track:1mXVgsBdtIVeCLJnSnmtdV
4167,0.627,0.109,85.983,0.024,0.213,0.00471,4,0.593,4,250999,-7.553,0.701,1,audio_features,spotify:track:4URCEQmgwuwaHiySIqGmIa
4168,0.47,0.0963,81.0,0.0428,0.226,0.0,4,0.608,8,227275,-6.73,0.241,1,audio_features,spotify:track:0eeeyCAGnGZInPtpkdYiPa
4169,0.644,0.117,199.96,0.0776,0.467,0.0,4,0.533,1,217973,-5.79,0.755,0,audio_features,spotify:track:4FqihJCXbisi7QYobU7ff6
4170,0.578,0.135,145.038,0.04,0.331,0.0,4,0.68,10,231267,-5.804,0.341,1,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK
4171,0.57,0.0832,133.992,0.081,0.0642,0.0,4,0.747,1,200890,-6.711,0.65,1,audio_features,spotify:track:0PG9fbaaHFHfre2gUVo7AN
4172,0.72,0.0767,99.987,0.151,0.595,0.0,4,0.707,11,219500,-5.61,0.905,1,audio_features,spotify:track:5kHLmBd3GTMIFhWdD3berA
4173,0.422,0.0853,74.002,0.195,0.701,1.99e-06,4,0.559,11,286928,-11.89,0.191,1,audio_features,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl
4174,0.911,0.0732,106.972,0.0593,0.0572,4.73e-06,4,0.709,7,203507,-2.611,0.779,1,audio_features,spotify:track:0dSE54vYYvRNWzVTxE2xTL
4175,0.717,0.105,100.027,0.0337,0.346,0.0,4,0.638,2,180000,-4.722,0.249,1,audio_features,spotify:track:4VUwkH455At9kENOfzTqmF
4176,0.808,0.331,120.021,0.0362,0.0159,4.33e-05,4,0.782,0,197616,-3.139,0.42,1,audio_features,spotify:track:0q6boCcLaWYPIy2vOsksFg
4177,0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0,audio_features,spotify:track:5qmq61DAAOUaW8AUo8xKhh
4178,0.394,0.108,142.034,0.027,0.631,6.29e-05,4,0.609,10,266001,-10.216,0.388,1,audio_features,spotify:track:6YYcwUa7auypfzwUZoNEGY
4179,0.836,0.325,122.025,0.053,0.0176,2.85e-05,4,0.756,1,224393,-3.827,0.764,0,audio_features,spotify:track:3BTaItolEPypIOZd8pxKoM
4180,0.835,0.123,98.029,0.168,0.0381,0.0,4,0.706,7,243324,-4.616,0.656,0,audio_features,spotify:track:00i5R78QV23krGPEVZyZVH
4181,0.722,0.178,128.012,0.0387,0.359,0.0,4,0.799,7,176906,-5.051,0.88,1,audio_features,spotify:track:2EhvCzRw0C7anZHsj284oX
4182,0.557,0.0902,85.043,0.059,0.695,0.0,4,0.358,10,211467,-7.398,0.494,1,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh
4183,0.736,0.0553,149.985,0.0457,0.191,0.0,4,0.714,2,210818,-3.801,0.814,1,audio_features,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc
4184,0.801,0.0594,109.919,0.136,0.268,0.0,4,0.669,8,201072,-5.445,0.541,1,audio_features,spotify:track:4PkIDTPGedm0enzdvilLNd
4185,0.457,0.285,115.94,0.0405,0.889,0.00416,4,0.576,2,254463,-9.43,0.352,1,audio_features,spotify:track:2RDD7HPe72Le3jkqR7Kt8f
4186,0.575,0.125,180.022,0.0342,0.091,0.000493,4,0.531,2,230525,-6.214,0.191,1,audio_features,spotify:track:00Hj710RrsLX5s9bothwlW
4187,0.617,0.3,143.894,0.331,0.241,0.0,4,0.839,7,194426,-4.692,0.821,1,audio_features,spotify:track:4as4XEOR03oGm1STUKl6pa
4188,0.542,0.0858,111.474,0.0419,0.224,0.132,4,0.877,2,266704,-9.102,0.509,1,audio_features,spotify:track:5pjWzUc1tVcewUTdDJd6Ce
4189,0.519,0.0993,87.963,0.0554,0.554,0.0,4,0.716,7,200600,-7.472,0.466,1,audio_features,spotify:track:376Gg7Oxo5C5jUWDWpVXeI
4190,0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,-3.183,0.931,0,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3
4191,0.44,0.11,167.923,0.0985,0.606,3.02e-05,4,0.551,10,210667,-8.559,0.341,1,audio_features,spotify:track:5kfNriitmkNE8mUbZ7gbq8
4192,0.712,0.13,140.025,0.066,0.0573,0.0,4,0.622,5,211360,-7.321,0.487,1,audio_features,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
4193,0.881,0.277,142.018,0.104,0.0234,0.0,4,0.695,1,197789,-2.082,0.947,1,audio_features,spotify:track:5qA5DAR5xTjQUGrl0eBbmR
4194,0.621,0.355,94.962,0.0932,0.0924,0.0,4,0.771,0,194595,-5.813,0.592,0,audio_features,spotify:track:6y6ahMwoZniXQNurGMT296
4195,0.41,0.119,135.005,0.0316,0.563,0.0,4,0.685,7,201872,-9.358,0.533,1,audio_features,spotify:track:1OlInnJssr9pXY0Ooa0SDT
4196,0.706,0.854,97.045,0.0638,0.613,0.0,4,0.804,0,197938,-4.508,0.649,0,audio_features,spotify:track:6kDDOFq6m3woOS0s8jPJEu
4197,0.828,0.0747,139.927,0.0613,0.0343,0.0,4,0.719,6,228682,-5.559,0.634,1,audio_features,spotify:track:06Pvy98db25O7wlfFFFIRM
4198,0.738,0.106,105.027,0.374,0.255,0.0,4,0.713,10,201200,-6.784,0.425,1,audio_features,spotify:track:79esEXlqqmq0GPz0xQSZTV
4199,0.829,0.0993,101.85,0.0445,0.0741,0.0,4,0.53,3,221813,-2.526,0.423,0,audio_features,spotify:track:0xq4ZTcmwBfkPGo4RRKmMe
4200,0.861,0.325,131.974,0.237,0.32,0.00175,4,0.738,2,189052,-4.141,0.58,1,audio_features,spotify:track:4pUCKHjJ4Ijewc37rRrvHn
4201,0.737,0.159,107.065,0.0661,0.494,0.0,4,0.777,5,242689,-6.025,0.796,0,audio_features,spotify:track:78SisrpqN9rYxNwFbpQ7JX
4202,0.559,0.1,173.118,0.0336,0.227,0.0,4,0.45,1,277500,-6.425,0.473,1,audio_features,spotify:track:4prGMvYxnXPsG7xueL4Gc8
4203,0.675,0.0894,101.956,0.0442,0.0912,0.0,4,0.798,6,219947,-5.041,0.842,1,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns
4204,0.605,0.126,93.958,0.0521,0.589,0.0,4,0.715,4,230938,-8.168,0.772,1,audio_features,spotify:track:3i1rSzXFJpSiEu0zZiEmpD
4205,0.809,0.147,123.911,0.0602,0.524,0.0,4,0.692,2,190800,-4.198,0.864,1,audio_features,spotify:track:6LsAAHotRLMOHfCsSfYCsz
4206,0.862,0.192,119.991,0.0965,0.0923,0.0,4,0.645,11,229773,-4.757,0.798,0,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c
4207,0.569,0.112,79.995,0.0277,0.415,0.0,4,0.552,9,279000,-4.666,0.349,1,audio_features,spotify:track:0rvNW2zfoFqdz7jHw3VqSQ
4208,0.492,0.583,118.926,0.118,0.347,0.0,4,0.933,6,207250,-5.656,0.74,1,audio_features,spotify:track:1Wuq5oThaFJmFl2vJNYMKD
4209,0.479,0.0703,89.911,0.0466,0.556,0.0,4,0.76,2,158040,-5.574,0.913,1,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P
4210,0.679,0.273,110.03,0.0273,0.0504,0.000134,4,0.622,7,289750,-6.537,0.832,1,audio_features,spotify:track:1lWjw2MgiWcvuy5rSuQ11b
4211,0.751,0.102,100.031,0.0331,0.801,1.7e-06,4,0.657,0,221229,-7.399,0.834,1,audio_features,spotify:track:3BK6m6yU8BAW5z71FnU3nu
4212,0.739,0.0986,78.995,0.0318,0.555,0.0,4,0.539,10,229367,-4.543,0.848,1,audio_features,spotify:track:7xJowlJfrvuFbooVesjFm0
4213,0.8,0.185,138.041,0.0443,0.561,0.0,4,0.573,5,245000,-4.954,0.617,1,audio_features,spotify:track:0OBPjif46Jbz7c4xIqiBEw
4214,0.714,0.099,90.991,0.0274,0.0427,0.000306,4,0.489,0,251947,-5.771,0.284,1,audio_features,spotify:track:7woh2lJvyILYxSQ1kXTI3d
4215,0.414,0.0861,110.508,0.0319,0.0575,0.0,4,0.302,2,242956,-8.16,0.105,1,audio_features,spotify:track:1iWHabUgUuuKLBa0TzTHfk
4216,0.64,0.138,129.815,0.049,0.0992,0.0,4,0.628,6,201081,-4.164,0.409,0,audio_features,spotify:track:1TaQciB8qqRZ9fxWGhS65X
4217,0.651,0.0715,84.01,0.0967,0.31,0.0,4,0.424,0,240000,-5.306,0.636,1,audio_features,spotify:track:4afuOwuWWRoS8HEw1cyVUZ
4218,0.178,0.623,93.982,0.0574,0.607,0.0,4,0.795,0,181613,-11.991,0.608,1,audio_features,spotify:track:18uwL0vNUanqZH0ro2QcOP
4219,0.839,0.112,182.123,0.0702,0.0291,0.0,4,0.614,0,193040,-4.143,0.657,1,audio_features,spotify:track:4MsUsFfWseB9M2plGJyuIw
4220,0.542,0.0865,90.0,0.0417,0.396,9.74e-06,4,0.85,9,158000,-7.348,0.908,1,audio_features,spotify:track:36QNwsq4EpOdS3E4WEJphO
4221,0.747,0.139,83.826,0.0624,0.378,0.0,4,0.546,11,239286,-4.905,0.526,0,audio_features,spotify:track:00QJNqqJoah8KE7UBDpCHy
4222,0.806,0.0867,122.987,0.124,0.184,0.0,4,0.853,0,265366,-3.95,0.895,0,audio_features,spotify:track:7b9aHUDuKbMztMZQ90I7CY
4223,0.426,0.113,79.976,0.201,0.548,2.31e-06,4,0.786,5,207000,-11.306,0.644,1,audio_features,spotify:track:6ERe7uruR3SSQc3jl3c3X3
4224,0.559,0.0821,95.003,0.0378,0.13,0.0,4,0.802,0,223388,-5.519,0.302,1,audio_features,spotify:track:6XQ71HC6xxRbVZZD6Bodju
4225,0.698,0.224,113.086,0.0339,0.556,0.00243,4,0.766,6,281000,-7.664,0.725,1,audio_features,spotify:track:5PMJyQr4nI8L78r6TXumeU
4226,0.591,0.0739,135.957,0.0996,0.382,0.0,4,0.913,11,243529,-4.789,0.772,1,audio_features,spotify:track:42pEFPN6KrUydf2ufdampZ
4227,0.756,0.115,91.99,0.0334,0.403,0.0,4,0.626,0,312245,-5.056,0.637,1,audio_features,spotify:track:7lQLlkBmHcDGJ2becWAUAa
4228,0.419,0.0614,113.994,0.107,0.625,0.0,4,0.92,11,293187,-8.399,0.888,1,audio_features,spotify:track:61fcrKehgOcbb1TzPJfcob
4229,0.317,0.0881,140.048,0.334,0.592,0.0,4,0.778,1,178627,-10.732,0.327,0,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF
4230,0.4,0.0599,135.984,0.126,0.051,0.0,4,0.901,0,197573,-8.575,0.346,1,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq
4231,0.475,0.0998,129.957,0.104,0.709,0.0,4,0.519,10,239500,-8.031,0.365,1,audio_features,spotify:track:3bxGTdVHjBjlSOjRDH9a4f
4232,0.503,0.113,93.023,0.0266,0.299,1.92e-06,4,0.715,3,238063,-5.5,0.416,1,audio_features,spotify:track:3nQlPsRsO4mEqVaiqErCLO
4233,0.528,0.057,102.009,0.051,0.0307,0.0,4,0.895,0,214140,-5.141,0.824,1,audio_features,spotify:track:3dDaopDtYymLkpIlejKBaV
4234,0.738,0.111,85.009,0.0327,0.252,0.0465,4,0.685,2,184000,-8.211,0.784,1,audio_features,spotify:track:3f3L2MP4oniV1bmSxGbcW4
4235,0.822,0.116,175.991,0.0332,0.313,0.331,4,0.37,2,319750,-5.785,0.56,1,audio_features,spotify:track:0zEb36zrMAhdM851DxG1Oy
4236,0.52,0.0923,143.965,0.141,0.364,0.0,4,0.828,6,244583,-6.852,0.453,1,audio_features,spotify:track:3JrekkAlDuRg0iRBwVUTBy
4237,0.642,0.0953,95.045,0.087,0.0861,0.0,4,0.751,3,169567,-5.165,0.388,0,audio_features,spotify:track:2wVDWtLKXunswWecARNILj
4238,0.41,0.111,100.025,0.0261,0.338,7.7e-06,4,0.683,6,200171,-9.448,0.0772,0,audio_features,spotify:track:6SrJGBmuQGR8SKpPqHfXz4
4239,0.676,0.114,140.014,0.12,0.386,0.0,4,0.811,10,209143,-6.291,0.776,1,audio_features,spotify:track:7ft1JAnJ3VUEAB2HGaLKP8
4240,0.815,0.333,152.057,0.0663,0.0543,0.0,4,0.692,7,261484,-6.025,0.843,1,audio_features,spotify:track:4XqtyE2i3U1z2rMVcgnYX6
4241,0.425,0.1,135.128,0.375,0.328,0.13,4,0.701,7,194088,-10.965,0.562,1,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m
4242,0.787,0.0669,95.005,0.12,0.214,0.0,4,0.746,4,206187,-6.373,0.607,1,audio_features,spotify:track:543bCW2ruMPmxUBWirQ3MR
4243,0.882,0.316,99.991,0.0602,0.194,0.0,4,0.77,8,223523,-4.792,0.385,1,audio_features,spotify:track:5PYQUBXc7NYeI1obMKSJK0
4244,0.56,0.111,139.989,0.106,0.41,0.0,4,0.858,2,212571,-6.24,0.966,1,audio_features,spotify:track:09Mn2O6dtMLCKdeD0BtLdO
4245,0.733,0.242,102.211,0.203,0.176,0.0,4,0.599,11,162583,-7.058,0.534,1,audio_features,spotify:track:7COXchtUOMd6uIT6HvmRaI
4246,0.593,0.101,176.026,0.0674,0.718,0.0,4,0.555,9,285002,-6.321,0.482,1,audio_features,spotify:track:0EYgFMIXhjcFgX6xe2NY9v
4247,0.763,0.176,146.012,0.0744,0.164,0.0,4,0.629,2,267123,-5.47,0.809,1,audio_features,spotify:track:2USX969yFQ250hBULh6Ope
4248,0.653,0.101,106.966,0.0658,0.229,0.0,4,0.717,1,207320,-5.634,0.412,1,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ
4249,0.841,0.302,95.002,0.0322,0.0587,0.0,4,0.743,9,184421,-5.599,0.871,1,audio_features,spotify:track:3seGmbdxubyOV7rAnUYAWh
4250,0.598,0.465,91.983,0.0544,0.209,1.05e-05,4,0.715,0,202000,-7.161,0.558,1,audio_features,spotify:track:1OCWm66r2PwI8RsspEMfzD
4251,0.654,0.043,138.028,0.148,0.23,0.0,4,0.834,6,234000,-5.717,0.953,0,audio_features,spotify:track:5EnkQKL8MNjxccKXy6g24g
4252,0.613,0.0664,91.997,0.0427,0.226,0.0,4,0.745,11,194596,-5.368,0.542,0,audio_features,spotify:track:0lhZsFfTpITnjK5q8lrDLR
4253,0.537,0.285,130.027,0.0661,0.515,0.0,4,0.776,0,186462,-7.447,0.513,1,audio_features,spotify:track:2S3r0O3Dkgf797IguE4DeY
4254,0.489,0.119,124.844,0.0342,0.467,0.0,4,0.474,6,208801,-7.625,0.23,0,audio_features,spotify:track:0XPsOSYzDJZJArevQNm2AR
4255,0.619,0.113,136.041,0.102,0.0533,0.0,4,0.878,6,157067,-5.56,0.639,1,audio_features,spotify:track:6u7jPi22kF8CTQ3rb9DHE7
4256,0.52,0.222,102.998,0.0656,0.45,1.97e-06,4,0.741,8,171030,-7.513,0.347,1,audio_features,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki
4257,0.538,0.0825,117.319,0.104,0.468,0.0,4,0.527,5,203507,-7.434,0.389,1,audio_features,spotify:track:4a5zacCsHLtMC2mcxkqWwn
4258,0.482,0.1,150.059,0.101,0.836,0.00247,4,0.695,5,251031,-8.232,0.373,0,audio_features,spotify:track:7EiesOznEUAta5QIb89I7e
4259,0.521,0.12,129.999,0.0323,0.644,5.17e-06,3,0.723,1,236000,-7.571,0.409,1,audio_features,spotify:track:12bFmsrqe5XmBN2iDyFHNz
4260,0.539,0.0603,140.946,0.317,0.442,0.0,4,0.809,10,210000,-6.945,0.912,1,audio_features,spotify:track:4L11CrTUriutTRRjWKPdJm
4261,0.859,0.267,139.931,0.0833,0.0323,0.0,4,0.671,4,209355,-3.922,0.389,0,audio_features,spotify:track:2aI2k39nfa3KFsa4JclQzw
4262,0.689,0.108,98.049,0.0843,0.408,1.44e-06,4,0.741,0,197500,-7.036,0.727,1,audio_features,spotify:track:3tMbwbZpYXGHeg0l45m7Tv
4263,0.702,0.414,104.003,0.0289,0.225,0.0,4,0.591,7,217653,-5.59,0.501,1,audio_features,spotify:track:05CwHjIk71RXVU40boRMnR
4264,0.639,0.195,100.018,0.0456,0.132,0.0,4,0.77,7,216610,-6.021,0.508,1,audio_features,spotify:track:3UHt7q3LBNomp1fSZe92EE
4265,0.874,0.627,132.022,0.045,0.0122,0.0,4,0.697,5,213886,-2.15,0.775,0,audio_features,spotify:track:2FXd6kKCtBIc6UfN1gH1pA
4266,0.408,0.394,76.309,0.0524,0.771,7.88e-06,4,0.426,3,204712,-9.419,0.528,1,audio_features,spotify:track:41CgzGD7xlgnJe14R4cqkL
4267,0.505,0.104,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,-7.621,0.419,1,audio_features,spotify:track:2P91MQbaiQOfbiz9VqhqKQ
4268,0.669,0.178,82.997,0.0419,0.244,0.0,4,0.598,4,227000,-5.506,0.788,1,audio_features,spotify:track:06DPpk0hUJEgpzl5cuWNI6
4269,0.787,0.0736,124.949,0.0445,0.0153,0.0,4,0.764,1,191226,-3.647,0.381,0,audio_features,spotify:track:5R0cvR5BMFkLomChhmcCzr
4270,0.541,0.106,125.912,0.0416,0.747,0.0,4,0.593,10,240000,-6.715,0.367,1,audio_features,spotify:track:4cuqxTgaj2Bzrlti3s6MDZ
4271,0.623,0.056,179.976,0.0482,0.119,0.0,4,0.711,9,219557,-6.597,0.963,1,audio_features,spotify:track:4vXssxotS8BmPIDd3YMgyx
4272,0.853,0.0759,125.034,0.0816,0.0688,0.0,4,0.786,8,213264,-2.687,0.45,1,audio_features,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot
4273,0.853,0.329,124.998,0.0665,0.00116,4.23e-05,4,0.79,11,199874,-4.564,0.713,0,audio_features,spotify:track:0GU5GuJQQEnnREO2FxnVPT
4274,0.538,0.184,159.841,0.0464,0.75,0.0,4,0.589,10,195143,-5.665,0.659,1,audio_features,spotify:track:63rLjQUFTxemPqACev1by7
4275,0.585,0.144,81.922,0.047,0.426,1.03e-06,4,0.557,5,274000,-7.559,0.464,0,audio_features,spotify:track:4YRpjJaJpiI36HM36Dn5lS
4276,0.665,0.0817,81.994,0.0668,0.37,1.47e-06,4,0.637,11,304430,-6.781,0.468,1,audio_features,spotify:track:5lxItfla07vroV2vuGwe75
4277,0.428,0.0977,175.813,0.221,0.489,0.0,4,0.505,5,157493,-5.604,0.618,1,audio_features,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ
4278,0.664,0.204,103.997,0.0316,0.00548,3e-06,4,0.605,8,176417,-7.162,0.164,1,audio_features,spotify:track:1HpzOCZbNWzxvvXfSGtSrX
4279,0.636,0.166,92.022,0.0459,0.353,0.000214,4,0.763,11,321699,-4.815,0.65,1,audio_features,spotify:track:4EgdU9qfAfHC8ZsGd7dnac
4280,0.683,0.137,96.133,0.117,0.0372,0.0,4,0.697,1,186987,-2.881,0.603,0,audio_features,spotify:track:2BgEsaKNfHUdlh97KmvFyo
4281,0.583,0.332,89.134,0.133,0.321,1.06e-05,4,0.454,2,178550,-6.596,0.216,1,audio_features,spotify:track:4SHhui9S7lFYGHXikfneGo
4282,0.792,0.167,100.015,0.0452,0.191,0.0,4,0.687,5,214290,-2.749,0.671,1,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99
4283,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,4,0.752,6,201661,-7.05,0.533,1,audio_features,spotify:track:5p7ujcrUXASCNwRaWNHR1C
4284,0.807,0.109,88.991,0.0375,0.312,0.000325,4,0.664,0,314000,-5.542,0.593,1,audio_features,spotify:track:4IKn1t0eZZzF5mji1vraVI
4285,0.565,0.156,99.961,0.0439,0.0623,0.0,4,0.791,5,156347,-3.933,0.181,0,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac
4286,0.96,0.0882,109.863,0.095,0.0426,0.0,4,0.6,4,237077,-1.807,0.503,1,audio_features,spotify:track:56bHclo7YNvpujMveLElQn
4287,0.323,0.124,78.465,0.0259,0.908,0.00145,4,0.577,11,176250,-9.333,0.264,0,audio_features,spotify:track:5baGsQBa1IGlf1x0BqiPQ5
4288,0.833,0.137,184.049,0.0352,0.275,0.0,4,0.394,1,245875,-5.75,0.351,1,audio_features,spotify:track:2k9AOePfi6wDRhzUnSVCy4
4289,0.723,0.14,113.778,0.0566,0.179,1.23e-05,4,0.661,5,163805,-6.976,0.316,0,audio_features,spotify:track:7Feaw9WAEREY0DUOSXJLOM
4290,0.341,0.163,114.034,0.0268,0.758,1.23e-06,3,0.58,2,278637,-7.623,0.13,1,audio_features,spotify:track:0r7l0cA27fy29MmGU8k1bO
4291,0.849,0.0839,124.954,0.206,0.0641,0.0,4,0.818,9,217824,-4.399,0.605,0,audio_features,spotify:track:4XbyRgWe6yU4wE6WShdTEs
4292,0.48,0.111,128.046,0.0472,0.381,4.76e-05,4,0.634,9,258750,-9.913,0.275,1,audio_features,spotify:track:1psb8glAxDb4DYAwnOWzm3
4293,0.533,0.105,136.046,0.0268,0.279,0.0,4,0.498,7,262210,-6.143,0.167,1,audio_features,spotify:track:49o9ToewyZywgB5KlaB3WN
4294,0.635,0.306,108.85,0.102,0.284,0.0,4,0.797,7,199000,-4.447,0.609,1,audio_features,spotify:track:0SsWmR0pGdwUTYKbpxYQZz
4295,0.879,0.0792,102.009,0.0274,0.0938,0.0,4,0.576,11,256875,-4.859,0.559,1,audio_features,spotify:track:4okhrrtNhHB28u0LEsDPn8
4296,0.578,0.365,89.879,0.128,0.716,0.0,4,0.692,9,209500,-7.804,0.507,1,audio_features,spotify:track:6NZWbrgkY1CRoKkgYnJleV
4297,0.371,0.109,75.208,0.0405,0.795,0.0,4,0.473,4,209400,-10.219,0.413,0,audio_features,spotify:track:4OBZT9EnhYIV17t4pGw7ig
4298,0.581,0.257,94.555,0.0881,0.21,0.000708,4,0.503,6,233601,-7.007,0.633,1,audio_features,spotify:track:6ZzYETKetIfNUsZUb23jgG
4299,0.537,0.076,83.909,0.0832,0.162,0.0,4,0.578,9,201539,-8.676,0.25,1,audio_features,spotify:track:3afkJSKX0EAMsJXTZnDXXJ
4300,0.422,0.0867,110.037,0.0267,0.444,0.0,4,0.561,4,191030,-4.998,0.182,0,audio_features,spotify:track:32107DdzIGbVs9Pi54MuRS
4301,0.734,0.106,137.958,0.0588,0.0427,0.0,4,0.842,1,181040,-5.065,0.952,0,audio_features,spotify:track:4y3OI86AEP6PQoDE6olYhO
4302,0.696,0.12,160.076,0.0366,0.226,0.0,4,0.337,7,331986,-5.094,0.184,1,audio_features,spotify:track:2YIgU8Tq4tovJ3T2Qw6Ewh
4303,0.605,0.694,121.049,0.0433,0.156,0.0,4,0.759,7,158900,-7.737,0.64,1,audio_features,spotify:track:0mjAU3yKR1QnXnHtjGJqTM
4304,0.85,0.412,124.882,0.0694,0.00264,0.0,4,0.657,5,241467,-3.157,0.375,0,audio_features,spotify:track:1qAPA8TooLVEqAZ58fhcrt
4305,0.908,0.115,115.975,0.0548,0.0899,0.0,4,0.698,9,218994,-1.211,0.606,0,audio_features,spotify:track:1fRaznZsAB2i63TtmYv2Hc
4306,0.644,0.113,122.061,0.0479,0.0828,0.0,4,0.844,11,169038,-6.273,0.591,0,audio_features,spotify:track:7njKgVl3AnLflRad38o7AG
4307,0.487,0.104,88.991,0.0306,0.656,0.0,4,0.698,1,262488,-6.092,0.4,1,audio_features,spotify:track:6OJ10ZEgo5ZyBHZE72eD7x
4308,0.368,0.339,82.014,0.0292,0.576,9.51e-05,4,0.614,0,270638,-9.756,0.428,1,audio_features,spotify:track:0Ganp2fdgbNuO7ZjcLu0x1
4309,0.893,0.315,79.889,0.16,0.0417,0.0,4,0.596,1,209519,-3.43,0.526,0,audio_features,spotify:track:3FoiMgXMrO3D5FeJuotKyZ
