,Position,Track Name,Artist,Streams,date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
5825,26,"ทั้งจำทั้งปรับ (Jailhouse rap) feat. YOUNGOHM, KARN The Parkinson",Stamp,127712,2019-07-28,0.492,0.583,118.926,0.118,0.347,0.0,4,0.933,6,207250,-5.656,0.74,1
5826,27,Boy With Luv (feat. Halsey),BTS,122956,2019-07-28,0.862,0.192,119.991,0.0965,0.0923,0.0,4,0.645,11,229773,-4.757,0.798,0
5827,28,คำตอบ,Safeplanet,122472,2019-07-28,0.822,0.116,175.991,0.0332,0.313,0.331,4,0.37,2,319750,-5.785,0.56,1
5828,29,พระเอกจําลอง,Getsunova,122462,2019-07-28,0.529,0.124,172.054,0.0417,0.538,0.0,4,0.439,5,254710,-5.473,0.228,0
5829,30,ดูดี,Polycat,122239,2019-07-28,0.651,0.0715,84.01,0.0967,0.31,0.0,4,0.424,0,240000,-5.306,0.636,1
5830,31,ซ่อนกลิ่น,Palmy,117120,2019-07-28,0.714,0.099,90.991,0.0274,0.0427,0.000306,4,0.489,0,251947,-5.771,0.284,1
5831,32,What are you up to,KANG DANIEL,114222,2019-07-28,0.668,0.0872,159.952,0.389,0.336,0.0,4,0.726,0,182773,-3.436,0.873,1
5832,33,หลอก,NICECNX,113887,2019-07-28,0.559,0.0821,95.003,0.0378,0.13,0.0,4,0.802,0,223388,-5.519,0.302,1
5833,34,The Archer,Taylor Swift,113687,2019-07-28,0.573,0.0663,124.341,0.0407,0.12,0.00556,4,0.277,0,211280,-9.374,0.17,1
5834,35,I Don't Care (with Justin Bieber),Ed Sheeran,112575,2019-07-28,0.676,0.0894,101.956,0.0442,0.0902,0.0,4,0.798,6,219947,-5.041,0.843,1
5835,36,รอหรือพอ(STAY),Ink Waruntorn,111766,2019-07-28,0.771,0.156,84.02,0.0289,0.0279,0.0,4,0.56,5,239000,-4.741,0.492,1
5836,37,เมษา (MAYSA) feat. BLACKSHEEP,fellow fellow,111714,2019-07-28,0.475,0.0998,129.957,0.104,0.709,0.0,4,0.519,10,239500,-8.031,0.365,1
5837,38,"เอ็นดู feat. NONNY9, PONCHET",VARINZ,109558,2019-07-28,0.419,0.0614,113.994,0.107,0.625,0.0,4,0.92,11,293187,-8.399,0.888,1
5838,39,พรุ่งนี้ค่อย (Cheat Day),Pop Pongkool,108928,2019-07-28,0.747,0.139,83.826,0.0624,0.378,0.0,4,0.546,11,239286,-4.905,0.526,0
5839,40,พูดไม่ออก,The Toys,104780,2019-07-28,0.542,0.0865,90.0,0.0417,0.396,9.74e-06,4,0.85,9,158000,-7.348,0.908,1
5840,41,If I Can't Have You,Shawn Mendes,103390,2019-07-28,0.823,0.134,123.935,0.0623,0.487,0.0,4,0.691,2,191467,-4.197,0.87,1
5841,42,Talk (feat. Disclosure),Khalid,103085,2019-07-28,0.4,0.0599,135.984,0.126,0.051,0.0,4,0.901,0,197573,-8.575,0.346,1
5842,43,ครัวซองอัลมอนด์(God fail),Season Five,102300,2019-07-28,0.756,0.115,91.99,0.0334,0.403,0.0,4,0.626,0,312245,-5.056,0.637,1
5843,44,บอกฉัน,Illslick,99625,2019-07-28,0.362,0.0891,149.48,0.0409,0.901,0.0,4,0.638,4,217007,-10.483,0.615,1
5844,45,Call You Mine,The Chainsmokers,98873,2019-07-28,0.702,0.414,104.003,0.0289,0.225,0.0,4,0.591,7,217653,-5.59,0.501,1
5845,46,เสือสิ้นลาย,F.HERO,98783,2019-07-28,0.591,0.0739,135.957,0.0996,0.382,0.0,4,0.913,11,243529,-4.789,0.772,1
5846,47,ดึกแล้วอย่าเพิ่งกลับ,Jaonaay,97851,2019-07-28,0.861,0.0974,84.007,0.0624,0.0184,0.0,4,0.679,7,186000,-4.789,0.57,0
5847,48,ไม่มีเหตุผล (feat. นายนะ),MARINA,97820,2019-07-28,0.52,0.0923,143.965,0.141,0.364,0.0,4,0.828,6,244583,-6.852,0.453,1
5848,49,You Need To Calm Down,Taylor Swift,93528,2019-07-28,0.678,0.0596,85.025,0.0505,0.00838,0.0,4,0.768,2,171387,-5.604,0.706,1
5849,50,ICY,ITZY,93400,2019-07-28,0.904,0.182,124.979,0.0834,0.0324,3.1e-05,4,0.801,2,191142,-2.819,0.814,1
5850,51,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,93324,2019-07-28,0.593,0.101,176.026,0.0674,0.718,0.0,4,0.555,9,285002,-6.321,0.482,1
5851,52,แพ้ทุกที (LOOPER),fellow fellow,92988,2019-07-28,0.598,0.465,91.983,0.0544,0.209,1.05e-05,4,0.715,0,202000,-7.161,0.558,1
5852,53,นอกจากชื่อฉัน,ACTART,89171,2019-07-28,0.503,0.113,93.023,0.0266,0.299,1.92e-06,4,0.715,3,238063,-5.5,0.416,1
5853,54,ไม่สนิทอย่าทัก feat. Chilling Sunday,fellow fellow,86963,2019-07-28,0.522,0.106,71.027,0.107,0.765,0.0,4,0.574,7,251500,-6.908,0.341,1
5854,55,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,85786,2019-07-28,0.513,0.102,136.02,0.154,0.0706,0.0,4,0.89,1,114133,-5.996,0.61,1
5855,56,รักมือสอง,Bedroom Audio,82094,2019-07-28,0.41,0.111,100.025,0.0261,0.338,7.7e-06,4,0.683,6,200171,-9.448,0.0772,0
5856,57,มีเธอทุกวันก็โอนิ,The Toys,81312,2019-07-28,0.841,0.302,95.002,0.0322,0.0587,0.0,4,0.743,9,184421,-5.599,0.871,1
5857,58,ต่อให้,Season Five,80475,2019-07-28,0.482,0.1,150.059,0.101,0.836,0.00247,4,0.695,5,251031,-8.232,0.373,0
5858,59,คนที่เธอไม่เคยมอง,YOUNGOHM,79965,2019-07-28,0.502,0.124,127.981,0.0634,0.3,1.78e-06,4,0.88,1,236250,-10.844,0.719,0
5859,60,ลองรัก,DTK BOY BAND,78381,2019-07-28,0.525,0.0779,128.807,0.35,0.032,2.31e-06,5,0.671,0,287010,-9.149,0.371,1
5860,61,ไปเถอะ,The Parkinson,73663,2019-07-28,0.564,0.128,130.003,0.0418,0.46,0.0,3,0.655,1,236000,-7.218,0.403,1
5861,62,Lies,ETC.,72763,2019-07-28,0.541,0.106,125.912,0.0416,0.747,0.0,4,0.593,10,240000,-6.715,0.367,1
5862,63,อาวรณ์,Polycat,68706,2019-07-28,0.763,0.176,146.012,0.0744,0.164,0.0,4,0.629,2,267123,-5.47,0.809,1
5863,64,ยอมแพ้ (Surrender),Lomosonic,68138,2019-07-28,0.712,0.421,145.957,0.0318,0.328,0.00133,4,0.514,6,220274,-4.403,0.484,0
5864,65,หมายความว่าอะไร,MEAN,67965,2019-07-28,0.538,0.184,159.841,0.0464,0.75,0.0,4,0.589,10,195143,-5.665,0.659,1
5865,66,ลาลาลอย (100%),The Toys,67475,2019-07-28,0.738,0.111,85.009,0.0327,0.252,0.0465,4,0.685,2,184000,-8.211,0.784,1
5866,67,Dancing With A Stranger (with Normani),Sam Smith,66996,2019-07-28,0.52,0.222,102.998,0.0656,0.45,1.97e-06,4,0.741,8,171030,-7.513,0.347,1
5867,68,Never Really Over,Katy Perry,65365,2019-07-28,0.882,0.316,99.991,0.0602,0.194,0.0,4,0.77,8,223523,-4.792,0.385,1
5868,69,Takeaway (feat. Lennon Stella),The Chainsmokers,64702,2019-07-28,0.505,0.0977,85.332,0.042,0.12,0.0,1,0.294,3,209893,-8.106,0.357,1
5869,70,Good Luck feat. Maiyarap,Lipta,64076,2019-07-28,0.689,0.108,98.049,0.0843,0.408,1.44e-06,4,0.741,0,197500,-7.036,0.727,1
5870,71,ธารารัตน์,YOUNGOHM,63556,2019-07-28,0.751,0.102,100.031,0.0331,0.801,1.7e-06,4,0.657,0,221229,-7.399,0.834,1
5871,72,7 rings,Ariana Grande,63483,2019-07-28,0.317,0.0881,140.048,0.334,0.592,0.0,4,0.778,1,178627,-10.732,0.327,0
5872,73,ฝากไว้กับดาว,Whal & Dolph,63463,2019-07-28,0.698,0.224,113.086,0.0339,0.556,0.00243,4,0.766,6,281000,-7.664,0.725,1
5873,74,Don't Know What To Do,BLACKPINK,63068,2019-07-28,0.64,0.138,129.815,0.049,0.0992,0.0,4,0.628,6,201081,-4.164,0.409,0
5874,75,Movie Star,CIX,62366,2019-07-28,0.89,0.462,111.967,0.0553,0.107,0.0,4,0.718,3,210507,-3.798,0.741,0
5875,76,Antisocial (with Travis Scott),Ed Sheeran,62141,2019-07-28,0.823,0.361,151.957,0.0495,0.132,0.0,4,0.716,5,161747,-5.313,0.91,0
5876,77,I.F.L.Y.,Bazzi,62104,2019-07-28,0.519,0.13,104.954,0.0385,0.379,0.0,4,0.812,2,165714,-4.823,0.554,1
5877,78,bad guy,Billie Eilish,61599,2019-07-28,0.425,0.1,135.128,0.375,0.328,0.13,4,0.701,7,194088,-10.965,0.562,1
5878,79,พอจะรู้,MEYOU,61345,2019-07-28,0.302,0.0868,124.978,0.0479,0.684,0.0,3,0.73,6,181460,-11.773,0.48,0
5879,80,Zimzalabim,Red Velvet,60521,2019-07-28,0.878,0.336,127.991,0.179,0.0028,2.22e-05,4,0.68,5,190860,-4.791,0.531,0
5880,81,ภาวนา,MEYOU,59833,2019-07-28,0.421,0.102,138.013,0.0344,0.136,0.000112,4,0.536,11,160974,-11.907,0.534,0
5881,82,One Thing Right,Marshmello,59364,2019-07-28,0.623,0.582,88.042,0.0451,0.0667,0.0,4,0.659,4,181824,-2.253,0.439,1
5882,83,พบกันใหม่,Polycat,58827,2019-07-28,0.807,0.109,88.991,0.0375,0.312,0.000325,4,0.664,0,314000,-5.542,0.593,1
5883,84,SOLO,JENNIE,58805,2019-07-28,0.642,0.0953,95.045,0.087,0.0861,0.0,4,0.751,3,169567,-5.165,0.388,0
5884,85,เป็นไรไหม?,OG-ANIC,58594,2019-07-28,0.56,0.111,139.989,0.106,0.41,0.0,4,0.858,2,212571,-6.24,0.966,1
5885,86,ได้ข่าว (Breaking News) feat. CDGUNTEE,Lipta,58428,2019-07-28,0.539,0.0603,140.946,0.317,0.442,0.0,4,0.809,10,210000,-6.945,0.912,1
5886,87,ภาพจำ,Pop Pongkool,56845,2019-07-28,0.585,0.144,81.922,0.047,0.426,1.03e-06,4,0.557,5,274000,-7.559,0.464,0
5887,88,ขอสักวัน,Mindset,56262,2019-07-28,0.569,0.138,85.053,0.156,0.496,0.0,4,0.762,0,226221,-7.489,0.462,1
5888,89,รอให้เธอบอก,Whal & Dolph,56189,2019-07-28,0.341,0.163,114.034,0.0268,0.758,1.23e-06,3,0.58,2,278637,-7.623,0.13,1
5889,90,Malibu Nights,LANY,54934,2019-07-28,0.422,0.0853,74.002,0.195,0.701,1.99e-06,4,0.559,11,286928,-11.89,0.191,1
5890,91,มีผลต่อหัวใจ,Non Tanon,54574,2019-07-28,0.665,0.0817,81.994,0.0668,0.37,1.47e-06,4,0.637,11,304430,-6.781,0.468,1
5891,92,ไม่อยู่ในชีวิตแต่อยู่ในหัวใจ,Lula,53821,2019-07-28,0.48,0.111,128.046,0.0472,0.381,4.76e-05,4,0.634,9,258750,-9.913,0.275,1
5892,93,Best Part (feat. Daniel Caesar),H.E.R.,53764,2019-07-28,0.371,0.109,75.208,0.0405,0.795,0.0,4,0.473,4,209400,-10.219,0.413,0
5893,94,All about you,TAEYEON,53338,2019-07-28,0.287,0.118,135.55,0.0364,0.915,0.0,4,0.531,9,209482,-7.091,0.491,1
5894,95,เวลาเธอยิ้ม,Polycat,53270,2019-07-28,0.669,0.178,82.997,0.0419,0.244,0.0,4,0.598,4,227000,-5.506,0.788,1
5895,96,DDU-DU DDU-DU,BLACKPINK,53007,2019-07-28,0.859,0.267,139.931,0.0833,0.0323,0.0,4,0.671,4,209355,-3.922,0.389,0
5896,97,"thank u, next",Ariana Grande,52572,2019-07-28,0.653,0.101,106.966,0.0658,0.229,0.0,4,0.717,1,207320,-5.634,0.412,1
5897,98,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,52066,2019-07-28,0.621,0.0865,97.989,0.0825,0.148,0.0,4,0.857,9,204467,-6.376,0.668,0
5898,99,ให้นานกว่าที่เคย - Collab,KLEAR,51804,2019-07-28,0.533,0.159,79.019,0.0343,0.0961,2.99e-06,4,0.597,4,281500,-7.61,0.46,1
5899,100,I Like Me Better,Lauv,51176,2019-07-28,0.505,0.104,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,-7.621,0.419,1
5900,101,달라달라 (DALLA DALLA),ITZY,51126,2019-07-28,0.853,0.329,124.998,0.0665,0.00116,4.23e-05,4,0.79,11,199874,-4.564,0.713,0
5901,102,i'm so tired...,Lauv,50921,2019-07-28,0.733,0.242,102.211,0.203,0.176,0.0,4,0.599,11,162583,-7.058,0.534,1
5902,103,FANCY,TWICE,50915,2019-07-28,0.874,0.627,132.022,0.045,0.0122,0.0,4,0.697,5,213886,-2.15,0.775,0
5903,104,ความสุขของเธอ,MEAN,50886,2019-07-28,0.554,0.155,137.874,0.13,0.571,0.0,3,0.582,11,209793,-8.472,0.253,1
5904,105,As If It's Your Last,BLACKPINK,50688,2019-07-28,0.853,0.0759,125.034,0.0816,0.0688,0.0,4,0.786,8,213264,-2.687,0.45,1
5905,106,ความรักกำลังก่อตัว,Non Tanon,50212,2019-07-28,0.636,0.166,92.022,0.0459,0.353,0.000214,4,0.763,11,321699,-4.815,0.65,1
5906,107,กอดความเจ็บช้ำ,Safeplanet,50209,2019-07-28,0.833,0.137,184.049,0.0352,0.275,0.0,4,0.394,1,245875,-5.75,0.351,1
5907,108,เป็นอดีต,MEAN,50086,2019-07-28,0.487,0.104,88.991,0.0306,0.656,0.0,4,0.698,1,262488,-6.092,0.4,1
5908,109,Someone You Loved,Lewis Capaldi,49644,2019-07-28,0.405,0.105,109.891,0.0319,0.751,0.0,4,0.501,1,182161,-5.679,0.446,1
5909,110,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,49369,2019-07-28,0.395,0.112,82.028,0.0333,0.873,0.0,4,0.661,7,204880,-5.242,0.679,1
5910,111,2002,Anne-Marie,49263,2019-07-28,0.683,0.137,96.133,0.117,0.0372,0.0,4,0.697,1,186987,-2.881,0.603,0
5911,112,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,49117,2019-07-28,0.839,0.112,182.123,0.0702,0.0291,0.0,4,0.614,0,193040,-4.143,0.657,1
5912,113,What a life,EXO-SC,49115,2019-07-28,0.782,0.143,135.029,0.125,0.301,0.0,4,0.862,5,203867,-3.811,0.847,0
5913,114,U GOT IT,GOT U,49089,2019-07-28,0.811,0.203,179.919,0.159,0.298,0.0,4,0.519,2,188520,-3.075,0.603,0
5914,115,Find U Again (feat. Camila Cabello),Mark Ronson,48769,2019-07-28,0.664,0.204,103.997,0.0316,0.00548,3e-06,4,0.605,8,176417,-7.162,0.164,1
5915,116,ความเงียบดังที่สุด,Getsunova,48613,2019-07-28,0.533,0.105,136.046,0.0268,0.279,0.0,4,0.498,7,262210,-6.143,0.167,1
5916,117,Old Town Road - Remix,Lil Nas X,48459,2019-07-28,0.619,0.113,136.041,0.102,0.0533,0.0,4,0.878,6,157067,-5.56,0.639,1
5917,118,ยิ้มก็พอ feat. Wonderframe,TOR Saksit,48358,2019-07-28,0.556,0.0854,104.0,0.0614,0.583,7.54e-06,4,0.812,10,245636,-5.212,0.559,1
5918,119,คิดถึง,Palmy,47638,2019-07-28,0.639,0.109,123.907,0.0355,0.679,2.44e-05,4,0.467,10,220880,-6.594,0.258,1
5919,120,รอยยิ้ม,SCRUBB,47034,2019-07-28,0.488,0.15,96.989,0.0258,0.299,1.11e-06,4,0.701,9,258402,-9.948,0.625,1
5920,121,เป็นทุกอย่าง,Room 39,46979,2019-07-28,0.777,0.0819,93.017,0.0348,0.386,0.0,4,0.728,2,262437,-4.863,0.702,1
5921,122,Day 1 ◑,HONNE,46848,2019-07-28,0.581,0.257,94.555,0.0881,0.21,0.000708,4,0.503,6,233601,-7.007,0.633,1
5922,123,Panini,Lil Nas X,46808,2019-07-28,0.594,0.123,153.848,0.0752,0.342,0.0,4,0.703,5,114893,-6.146,0.475,0
5923,124,เพื่อนไม่จริง,Polycat,46652,2019-07-28,0.726,0.0459,116.985,0.0339,0.159,0.0,4,0.676,11,274000,-4.953,0.734,0
5924,125,ไม่ไหวบอกไหว,Boy Peacemaker,46636,2019-07-28,0.501,0.127,149.978,0.0345,0.388,0.0,4,0.521,9,246869,-8.259,0.311,1
5925,126,Uh-Oh,(G)I-DLE,46602,2019-07-28,0.814,0.118,92.037,0.0648,0.0586,0.0,4,0.781,11,207600,-3.315,0.782,0
5926,127,To My World,PRODUCE X 101,46547,2019-07-28,0.83,0.165,116.923,0.0499,0.338,0.0,4,0.644,6,203107,-2.988,0.832,0
5927,128,เจ็บน้อยที่สุด,Zeal,46401,2019-07-28,0.696,0.12,160.076,0.0366,0.226,0.0,4,0.337,7,331986,-5.094,0.184,1
5928,129,PLEASE,Atom Chanakan,46146,2019-07-28,0.491,0.146,140.015,0.0349,0.507,0.014,4,0.537,9,284584,-9.06,0.508,1
5929,130,ขอโทษดาว,Earth Patravee,45910,2019-07-28,0.457,0.137,123.943,0.0307,0.888,2.46e-06,3,0.768,8,233681,-5.991,0.318,1
5930,131,ฉันยังเก็บไว้,Whal & Dolph,45854,2019-07-28,0.323,0.124,78.465,0.0259,0.908,0.00145,4,0.577,11,176250,-9.333,0.264,0
5931,132,เอาไงดีว้า,Marc Tatchapon,45773,2019-07-28,0.623,0.056,179.976,0.0482,0.119,0.0,4,0.711,9,219557,-6.597,0.963,1
5932,133,Strawberries & Cigarettes,Troye Sivan,45751,2019-07-28,0.537,0.076,83.909,0.0832,0.162,0.0,4,0.578,9,201539,-8.676,0.25,1
5933,134,Forever Young,BLACKPINK,45485,2019-07-28,0.96,0.0882,109.863,0.095,0.0426,0.0,4,0.6,4,237077,-1.807,0.503,1
5934,135,ยังไม่รู้,Better Weather,45443,2019-07-28,0.577,0.0942,170.078,0.0284,0.193,2.18e-05,4,0.438,3,286227,-6.993,0.172,1
5935,136,Post Malone (feat. RANI),Sam Feldt,45340,2019-07-28,0.642,0.105,107.356,0.122,0.0771,0.0,4,0.59,7,174444,-3.87,0.651,1
5936,137,Paris in the Rain,Lauv,45138,2019-07-28,0.408,0.394,76.309,0.0524,0.771,7.88e-06,4,0.426,3,204712,-9.419,0.528,1
5937,138,I HOPE,KANG DANIEL,45103,2019-07-28,0.773,0.299,101.993,0.038,0.0137,0.0,4,0.683,7,187040,-4.724,0.405,1
5938,139,พอ,Atom Chanakan,45069,2019-07-28,0.526,0.105,80.031,0.103,0.645,9.5e-05,4,0.698,6,262853,-6.289,0.608,0
5939,140,BIRTHDAY,SOMI,44796,2019-07-28,0.843,0.0372,180.055,0.109,0.0163,9.96e-06,4,0.687,7,185796,-4.242,0.597,1
5940,141,Easier,5 Seconds of Summer,44236,2019-07-28,0.428,0.0977,175.813,0.221,0.489,0.0,4,0.505,5,157493,-5.604,0.618,1
5941,142,Color,KANG DANIEL,44228,2019-07-28,0.645,0.143,114.963,0.0518,0.252,1.12e-06,4,0.843,10,176560,-5.143,0.609,0
5942,143,Heartbeat (BTS World Original Soundtrack),BTS,44226,2019-07-28,0.716,0.208,170.094,0.05,0.39,0.0,4,0.437,5,253304,-4.306,0.307,1
5943,144,ร W8,Gene Kasidit,43279,2019-07-28,0.848,0.0991,160.012,0.0296,0.137,0.0,4,0.473,4,252000,-4.061,0.396,1
5944,145,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,43131,2019-07-28,0.522,0.109,145.956,0.0334,0.126,0.0,4,0.537,7,228000,-6.419,0.193,1
5945,146,Long Flight,TAEYONG,42979,2019-07-28,0.861,0.127,148.065,0.0455,0.203,1.47e-06,4,0.688,5,198293,-2.789,0.875,0
5946,147,Dream For You,PRODUCE X 101,42385,2019-07-28,0.691,0.411,86.938,0.043,0.0816,0.0,4,0.56,7,227747,-4.872,0.167,1
5947,148,ชอบแบบนี้,หนามเตย สะแบงบิน,42277,2019-07-28,0.585,0.111,156.038,0.0362,0.342,0.0,4,0.656,1,224555,-8.989,0.498,1
5948,149,เป็นเพราะฝน,Polycat,42221,2019-07-28,0.563,0.304,135.955,0.0259,0.633,8.99e-06,4,0.579,9,255000,-5.29,0.359,1
5949,150,Happier,Marshmello,41705,2019-07-28,0.792,0.167,100.015,0.0452,0.191,0.0,4,0.687,5,214290,-2.749,0.671,1
5950,151,มีแค่เรา,F.HERO,41619,2019-07-28,0.806,0.0867,122.987,0.124,0.184,0.0,4,0.853,0,265366,-3.95,0.895,0
5951,152,ใกล้,SCRUBB,41602,2019-07-28,0.826,0.122,130.031,0.0394,0.352,1.66e-05,4,0.697,9,257640,-5.109,0.756,1
5952,153,Love Shot,EXO,41441,2019-07-28,0.678,0.0889,145.883,0.119,0.0702,0.0,4,0.689,5,200306,-4.287,0.335,0
5953,154,พยายาม,O-Pavee,41410,2019-07-28,0.474,0.0919,131.994,0.0343,0.795,0.0,4,0.647,9,258456,-7.654,0.283,1
5954,155,Snapping,CHUNG HA,41336,2019-07-28,0.726,0.278,104.914,0.038,0.0706,3.42e-06,4,0.751,8,213164,-3.499,0.581,0
5955,156,ดาวกะพริบ,Somkiat,41163,2019-07-28,0.493,0.175,94.992,0.025,0.576,1.32e-05,4,0.652,9,260019,-6.622,0.391,1
5956,157,Highway to Heaven - English Version,NCT 127,40597,2019-07-28,0.74,0.0782,112.839,0.0494,0.00257,1.59e-05,4,0.676,6,200573,-5.044,0.497,1
5957,158,I Love You 3000,Stephanie Poetri,40594,2019-07-28,0.382,0.393,90.099,0.0396,0.911,0.0,4,0.648,6,209734,-7.85,0.408,1
5958,159,Horizon,KANG DANIEL,40540,2019-07-28,0.293,0.153,125.131,0.104,0.408,3.43e-06,3,0.822,1,156040,-5.912,0.473,0
5959,160,คนที่ไม่ใช่,O-Pavee,40374,2019-07-28,0.484,0.114,135.866,0.0326,0.807,8.51e-05,4,0.553,9,268329,-8.12,0.196,1
5960,161,ลืมไปก่อน,Buddha Bless,40298,2019-07-28,0.644,0.117,199.96,0.0776,0.467,0.0,4,0.533,1,217973,-5.79,0.755,0
5961,162,เจ็บจนไม่เข้าใจ,PORTRAIT,40124,2019-07-28,0.627,0.109,85.983,0.024,0.213,0.00471,4,0.593,4,250999,-7.553,0.701,1
5962,163,วู่วาม - Unreleased Version,Season Five,40120,2019-07-28,0.556,0.117,92.017,0.0312,0.557,0.000227,4,0.678,8,265747,-6.718,0.373,1
5963,164,Without Me,Halsey,39789,2019-07-28,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,4,0.752,6,201661,-7.05,0.533,1
5964,165,La Vie en Rose,IZ*ONE,39506,2019-07-28,0.908,0.115,115.975,0.0548,0.0899,0.0,4,0.698,9,218994,-1.211,0.606,0
5965,166,ไวน์,Max Jenmana,39443,2019-07-28,0.575,0.125,180.022,0.0342,0.091,0.000493,4,0.531,2,230525,-6.214,0.191,1
5966,167,Sanctuary,Joji,39329,2019-07-28,0.65,0.372,167.788,0.128,0.422,0.000275,4,0.552,1,180019,-7.199,0.316,1
5967,168,Thru These Tears,LANY,39316,2019-07-28,0.517,0.149,119.945,0.0391,0.154,0.0,4,0.711,11,204516,-7.695,0.294,1
5968,169,Truth Hurts,Lizzo,39281,2019-07-28,0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0
5969,170,ฟ้า,Tattoo Colour,38633,2019-07-28,0.728,0.139,100.369,0.0379,0.0901,0.0,3,0.616,9,278307,-4.121,0.296,1
5970,171,119,NCT DREAM,38616,2019-07-28,0.883,0.0653,103.968,0.0621,0.116,0.0,4,0.704,0,239335,-3.623,0.503,1
5971,172,Smoke,Violette Wautier,38550,2019-07-28,0.639,0.0912,75.504,0.0373,0.523,1.03e-06,4,0.574,0,229325,-5.508,0.585,0
5972,173,SRY,F.HERO,38544,2019-07-28,0.48,0.261,75.123,0.427,0.184,2.96e-06,4,0.815,8,260000,-10.223,0.699,0
5973,174,เพียงเธอ,Safeplanet,38460,2019-07-28,0.636,0.0941,139.966,0.0328,0.0893,0.0,4,0.537,10,239625,-6.369,0.609,1
5974,175,ฝืนตัวเองไม่เป็น,Non Tanon,38396,2019-07-28,0.599,0.153,67.998,0.0373,0.457,0.0,4,0.601,7,305760,-5.549,0.577,1
5975,176,กลัว (18th edited),SCRUBB,38256,2019-07-28,0.52,0.115,95.969,0.0327,0.35,0.00844,4,0.838,0,287875,-5.587,0.647,1
5976,177,ILYSB,LANY,38215,2019-07-28,0.623,0.351,100.026,0.0603,0.468,0.00453,4,0.636,5,211150,-7.016,0.389,1
5977,178,ร่มสีเทา,Whatcharawale,38192,2019-07-28,0.749,0.209,169.555,0.245,0.419,0.0,4,0.556,4,223107,-6.008,0.787,1
5978,179,LOVE SCENARIO,iKON,38053,2019-07-28,0.707,0.294,118.011,0.0307,0.331,0.0,4,0.806,7,209648,-4.623,0.746,1
5979,180,อยากมีเเฟนเเล้ว feat. Lazyloxy,Lipta,38030,2019-07-28,0.654,0.043,138.028,0.148,0.23,0.0,4,0.834,6,234000,-5.717,0.953,0
5980,181,Intro (Through the night),KANG DANIEL,37981,2019-07-28,0.59,0.359,118.078,0.0383,0.51,2.2e-06,4,0.492,2,79693,-5.205,0.11,1
5981,182,Thick And Thin,LANY,37865,2019-07-28,0.551,0.0762,99.996,0.0282,0.059,0.0,4,0.697,5,212002,-6.179,0.339,0
5982,183,STRONGER,NCT DREAM,37684,2019-07-28,0.841,0.119,100.99,0.0634,0.0331,0.0,4,0.743,9,206536,-4.371,0.689,0
5983,184,ลืมตา,เล็ก พงษธร,37447,2019-07-28,0.626,0.0917,124.032,0.0346,0.749,0.0,4,0.642,6,217258,-4.999,0.175,1
5984,185,BOOMBAYAH - KR Ver.,BLACKPINK,37351,2019-07-28,0.85,0.412,124.882,0.0694,0.00264,0.0,4,0.657,5,241467,-3.157,0.375,0
5985,186,Status,Chilling Sunday,37285,2019-07-28,0.587,0.354,88.055,0.0369,0.509,0.0,4,0.653,2,245500,-7.01,0.366,1
5986,187,MOVE,SIXC (6 crazy),37262,2019-07-28,0.78,0.404,106.875,0.17,0.0521,0.0,4,0.732,8,185400,-3.527,0.818,1
5987,188,Hate Me (with Juice WRLD),Ellie Goulding,37081,2019-07-28,0.768,0.144,75.025,0.0507,0.108,0.0,4,0.657,8,186223,-4.628,0.759,1
5988,189,Perfect,Ed Sheeran,36920,2019-07-28,0.448,0.106,95.05,0.0232,0.163,0.0,3,0.599,8,263400,-6.312,0.168,1
5989,190,หน่วง,Room 39,36842,2019-07-28,0.291,0.134,138.859,0.0464,0.874,0.0,4,0.655,7,246187,-8.014,0.445,1
5990,191,ความลับมีในโลก(Secret),Ink Waruntorn,36746,2019-07-28,0.596,0.0938,109.981,0.0566,0.572,0.0,4,0.675,6,225500,-6.472,0.472,0
5991,192,Better Now,Post Malone,36681,2019-07-28,0.578,0.135,145.038,0.04,0.331,0.0,4,0.68,10,231267,-5.804,0.341,1
5992,193,It's You,Ali Gatie,36651,2019-07-28,0.463,0.194,95.971,0.0287,0.374,0.0,4,0.732,11,212607,-6.972,0.397,0
5993,194,Sad Forever,Lauv,36553,2019-07-28,0.538,0.0825,117.319,0.104,0.468,0.0,4,0.527,5,203507,-7.434,0.389,1
5994,195,Gucci Belt,DIAMOND MQT,36504,2019-07-28,0.575,0.108,139.983,0.128,0.0531,0.0,4,0.835,10,245321,-8.264,0.649,0
5995,196,ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,Stamp,36471,2019-07-28,0.72,0.0767,99.987,0.151,0.595,0.0,4,0.707,11,219500,-5.61,0.905,1
